top_k,city,archetype,budget_hours,n_sightseeing,n_food,arm,drop_penalty_m,mean_pref_match,mean_quality,categories_per_day,stops,sight_stops,food_stops,km,stops_per_day,sight_per_day,km_per_stop,closed_violations,budget_overruns,days_with_meals,n_days
24,PAR,Culture Enthusiast,12,24,47,baseline,,0.7513,0.8328,2.0,18,13,5,16.52,6.0,4.333333333333333,0.9177777777777778,0,0,2,3
24,PAR,Culture Enthusiast,12,24,47,toptw,1000.0,0.7532,0.8188,1.667,14,8,6,6.0,4.666666666666667,2.6666666666666665,0.42857142857142855,0,0,3,3
24,PAR,Culture Enthusiast,12,24,47,scored,1000.0,0.7513,0.8465,2.0,19,13,6,11.49,6.333333333333333,4.333333333333333,0.6047368421052631,0,0,3,3
24,PAR,Culture Enthusiast,12,24,47,toptw,2000.0,0.7539,0.811,1.667,19,13,6,11.12,6.333333333333333,4.333333333333333,0.5852631578947369,0,0,3,3
24,PAR,Culture Enthusiast,12,24,47,scored,2000.0,0.7513,0.8441,2.0,19,13,6,12.52,6.333333333333333,4.333333333333333,0.6589473684210526,0,0,3,3
24,PAR,Culture Enthusiast,12,24,47,toptw,4000.0,0.7539,0.8201,1.667,19,13,6,10.93,6.333333333333333,4.333333333333333,0.5752631578947368,0,0,3,3
24,PAR,Culture Enthusiast,12,24,47,scored,4000.0,0.7513,0.8355,2.0,19,13,6,12.41,6.333333333333333,4.333333333333333,0.6531578947368422,0,0,3,3
24,PAR,Culture Enthusiast,12,24,47,toptw,8000.0,0.7544,0.8107,2.0,20,14,6,11.4,6.666666666666667,4.666666666666667,0.5700000000000001,0,0,3,3
24,PAR,Culture Enthusiast,12,24,47,scored,8000.0,0.7513,0.7782,2.0,19,13,6,17.14,6.333333333333333,4.333333333333333,0.9021052631578947,0,0,3,3
24,PAR,Culture Enthusiast,12,24,47,toptw,16000.0,0.7544,0.8107,2.0,20,14,6,11.4,6.666666666666667,4.666666666666667,0.5700000000000001,0,0,3,3
24,PAR,Culture Enthusiast,12,24,47,scored,16000.0,0.7513,0.7656,2.0,19,13,6,22.28,6.333333333333333,4.333333333333333,1.1726315789473685,0,0,3,3
24,PAR,Culture Enthusiast,15,24,47,baseline,,0.7568,0.7947,1.667,18,14,4,16.03,6.0,4.666666666666667,0.8905555555555557,0,0,1,3
24,PAR,Culture Enthusiast,15,24,47,toptw,1000.0,0.7532,0.8188,1.667,14,8,6,5.24,4.666666666666667,2.6666666666666665,0.3742857142857143,0,0,3,3
24,PAR,Culture Enthusiast,15,24,47,scored,1000.0,0.7513,0.8441,1.667,19,13,6,12.55,6.333333333333333,4.333333333333333,0.6605263157894737,0,0,3,3
24,PAR,Culture Enthusiast,15,24,47,toptw,2000.0,0.7527,0.8258,2.0,21,15,6,11.93,7.0,5.0,0.5680952380952381,0,0,3,3
24,PAR,Culture Enthusiast,15,24,47,scored,2000.0,0.7513,0.8348,1.667,19,13,6,11.38,6.333333333333333,4.333333333333333,0.5989473684210527,0,0,3,3
24,PAR,Culture Enthusiast,15,24,47,toptw,4000.0,0.7532,0.8353,2.0,22,16,6,15.44,7.333333333333333,5.333333333333333,0.7018181818181818,0,0,3,3
24,PAR,Culture Enthusiast,15,24,47,scored,4000.0,0.733,0.7839,2.0,20,14,6,22.18,6.666666666666667,4.666666666666667,1.109,0,0,3,3
24,PAR,Culture Enthusiast,15,24,47,toptw,8000.0,0.7537,0.824,1.667,23,17,6,22.19,7.666666666666667,5.666666666666667,0.9647826086956522,0,0,3,3
24,PAR,Culture Enthusiast,15,24,47,scored,8000.0,0.733,0.7804,2.333,20,14,6,24.59,6.666666666666667,4.666666666666667,1.2295,0,0,3,3
24,PAR,Culture Enthusiast,15,24,47,toptw,16000.0,0.7537,0.824,1.667,23,17,6,22.19,7.666666666666667,5.666666666666667,0.9647826086956522,0,0,3,3
24,PAR,Culture Enthusiast,15,24,47,scored,16000.0,0.733,0.8,2.0,20,14,6,24.67,6.666666666666667,4.666666666666667,1.2335,0,0,3,3
24,PAR,Culture Enthusiast,18,24,47,baseline,,0.7568,0.8034,1.667,17,14,3,16.52,5.666666666666667,4.666666666666667,0.9717647058823529,0,0,0,3
24,PAR,Culture Enthusiast,18,24,47,toptw,1000.0,0.7532,0.8188,1.667,14,8,6,5.24,4.666666666666667,2.6666666666666665,0.3742857142857143,0,0,3,3
24,PAR,Culture Enthusiast,18,24,47,scored,1000.0,0.7513,0.8441,1.667,19,13,6,12.55,6.333333333333333,4.333333333333333,0.6605263157894737,0,0,3,3
24,PAR,Culture Enthusiast,18,24,47,toptw,2000.0,0.7527,0.8258,2.0,21,15,6,11.93,7.0,5.0,0.5680952380952381,0,0,3,3
24,PAR,Culture Enthusiast,18,24,47,scored,2000.0,0.7513,0.8348,1.667,19,13,6,11.38,6.333333333333333,4.333333333333333,0.5989473684210527,0,0,3,3
24,PAR,Culture Enthusiast,18,24,47,toptw,4000.0,0.7532,0.8193,1.667,22,16,6,18.21,7.333333333333333,5.333333333333333,0.8277272727272728,0,0,3,3
24,PAR,Culture Enthusiast,18,24,47,scored,4000.0,0.733,0.8463,2.0,20,14,6,17.88,6.666666666666667,4.666666666666667,0.8939999999999999,0,0,3,3
24,PAR,Culture Enthusiast,18,24,47,toptw,8000.0,0.7537,0.8286,2.0,23,17,6,23.26,7.666666666666667,5.666666666666667,1.011304347826087,0,0,3,3
24,PAR,Culture Enthusiast,18,24,47,scored,8000.0,0.733,0.7804,2.333,20,14,6,24.59,6.666666666666667,4.666666666666667,1.2295,0,0,3,3
24,PAR,Culture Enthusiast,18,24,47,toptw,16000.0,0.7537,0.824,1.667,23,17,6,19.75,7.666666666666667,5.666666666666667,0.8586956521739131,0,0,3,3
24,PAR,Culture Enthusiast,18,24,47,scored,16000.0,0.733,0.8,2.0,20,14,6,24.67,6.666666666666667,4.666666666666667,1.2335,0,0,3,3
24,PAR,Nightlife Seeker,12,20,47,baseline,,0.8305,1.0,1.0,12,6,6,3.27,4.0,2.0,0.2725,0,0,3,3
24,PAR,Nightlife Seeker,12,20,47,toptw,1000.0,0.8305,1.0,1.0,17,11,6,3.88,5.666666666666667,3.6666666666666665,0.22823529411764706,0,0,3,3
24,PAR,Nightlife Seeker,12,20,47,scored,1000.0,0.8305,0.5532,1.0,15,9,6,6.22,5.0,3.0,0.4146666666666667,0,0,3,3
24,PAR,Nightlife Seeker,12,20,47,toptw,2000.0,0.8305,1.0,1.0,17,11,6,3.82,5.666666666666667,3.6666666666666665,0.22470588235294117,0,0,3,3
24,PAR,Nightlife Seeker,12,20,47,scored,2000.0,0.8305,0.5624,1.0,15,9,6,7.69,5.0,3.0,0.5126666666666666,0,0,3,3
24,PAR,Nightlife Seeker,12,20,47,toptw,4000.0,0.8305,1.0,1.0,17,11,6,3.82,5.666666666666667,3.6666666666666665,0.22470588235294117,0,0,3,3
24,PAR,Nightlife Seeker,12,20,47,scored,4000.0,0.8305,0.6483,1.0,15,9,6,12.85,5.0,3.0,0.8566666666666667,0,0,3,3
24,PAR,Nightlife Seeker,12,20,47,toptw,8000.0,0.8305,1.0,1.0,17,11,6,4.01,5.666666666666667,3.6666666666666665,0.23588235294117646,0,0,3,3
24,PAR,Nightlife Seeker,12,20,47,scored,8000.0,0.8305,0.6913,1.0,14,8,6,16.03,4.666666666666667,2.6666666666666665,1.145,0,0,3,3
24,PAR,Nightlife Seeker,12,20,47,toptw,16000.0,0.8305,1.0,1.0,17,11,6,3.02,5.666666666666667,3.6666666666666665,0.1776470588235294,0,0,3,3
24,PAR,Nightlife Seeker,12,20,47,scored,16000.0,0.8305,0.6661,1.0,15,9,6,21.66,5.0,3.0,1.444,0,0,3,3
24,PAR,Nightlife Seeker,15,20,47,baseline,,0.8305,0.4909,1.0,14,11,3,10.43,4.666666666666667,3.6666666666666665,0.745,0,0,0,3
24,PAR,Nightlife Seeker,15,20,47,toptw,1000.0,0.8305,1.0,1.0,17,11,6,3.72,5.666666666666667,3.6666666666666665,0.2188235294117647,0,0,3,3
24,PAR,Nightlife Seeker,15,20,47,scored,1000.0,0.8305,0.5532,1.0,15,9,6,6.1,5.0,3.0,0.4066666666666667,0,0,3,3
24,PAR,Nightlife Seeker,15,20,47,toptw,2000.0,0.8305,0.45,1.0,18,12,6,5.52,6.0,4.0,0.3066666666666667,0,0,3,3
24,PAR,Nightlife Seeker,15,20,47,scored,2000.0,0.8305,0.6483,1.0,15,9,6,11.6,5.0,3.0,0.7733333333333333,0,0,3,3
24,PAR,Nightlife Seeker,15,20,47,toptw,4000.0,0.8305,0.45,1.0,18,12,6,5.3,6.0,4.0,0.29444444444444445,0,0,3,3
24,PAR,Nightlife Seeker,15,20,47,scored,4000.0,0.8305,0.6483,1.0,15,9,6,11.48,5.0,3.0,0.7653333333333333,0,0,3,3
24,PAR,Nightlife Seeker,15,20,47,toptw,8000.0,0.8305,0.45,1.0,18,12,6,5.3,6.0,4.0,0.29444444444444445,0,0,3,3
24,PAR,Nightlife Seeker,15,20,47,scored,8000.0,0.8305,0.6661,1.0,15,9,6,17.76,5.0,3.0,1.184,0,0,3,3
24,PAR,Nightlife Seeker,15,20,47,toptw,16000.0,0.8305,0.45,1.0,18,12,6,5.3,6.0,4.0,0.29444444444444445,0,0,3,3
24,PAR,Nightlife Seeker,15,20,47,scored,16000.0,0.8305,0.6554,1.0,15,9,6,16.73,5.0,3.0,1.1153333333333333,0,0,3,3
24,PAR,Nightlife Seeker,18,20,47,baseline,,0.8305,0.4857,1.0,10,7,3,8.77,3.3333333333333335,2.3333333333333335,0.877,0,0,0,3
24,PAR,Nightlife Seeker,18,20,47,toptw,1000.0,0.8305,1.0,1.0,17,11,6,3.72,5.666666666666667,3.6666666666666665,0.2188235294117647,0,0,3,3
24,PAR,Nightlife Seeker,18,20,47,scored,1000.0,0.8305,0.5532,1.0,15,9,6,6.1,5.0,3.0,0.4066666666666667,0,0,3,3
24,PAR,Nightlife Seeker,18,20,47,toptw,2000.0,0.8305,0.45,1.0,18,12,6,5.52,6.0,4.0,0.3066666666666667,0,0,3,3
24,PAR,Nightlife Seeker,18,20,47,scored,2000.0,0.8305,0.6483,1.0,15,9,6,11.6,5.0,3.0,0.7733333333333333,0,0,3,3
24,PAR,Nightlife Seeker,18,20,47,toptw,4000.0,0.8305,0.45,1.0,18,12,6,5.3,6.0,4.0,0.29444444444444445,0,0,3,3
24,PAR,Nightlife Seeker,18,20,47,scored,4000.0,0.8305,0.6483,1.0,15,9,6,11.48,5.0,3.0,0.7653333333333333,0,0,3,3
24,PAR,Nightlife Seeker,18,20,47,toptw,8000.0,0.8305,0.45,1.0,18,12,6,5.3,6.0,4.0,0.29444444444444445,0,0,3,3
24,PAR,Nightlife Seeker,18,20,47,scored,8000.0,0.8305,0.6661,1.0,15,9,6,17.76,5.0,3.0,1.184,0,0,3,3
24,PAR,Nightlife Seeker,18,20,47,toptw,16000.0,0.8305,0.45,1.0,18,12,6,5.3,6.0,4.0,0.29444444444444445,0,0,3,3
24,PAR,Nightlife Seeker,18,20,47,scored,16000.0,0.8305,0.6554,1.0,15,9,6,16.73,5.0,3.0,1.1153333333333333,0,0,3,3
24,PAR,Nature & Adventure,12,24,47,baseline,,0.9137,0.6725,1.0,18,13,5,41.65,6.0,4.333333333333333,2.3138888888888887,0,0,2,3
24,PAR,Nature & Adventure,12,24,47,toptw,1000.0,0.9137,0.6182,0.667,9,3,6,2.89,3.0,1.0,0.3211111111111111,0,0,3,3
24,PAR,Nature & Adventure,12,24,47,scored,1000.0,0.9137,0.7123,1.0,15,9,6,11.97,5.0,3.0,0.7979999999999999,0,0,3,3
24,PAR,Nature & Adventure,12,24,47,toptw,2000.0,0.9137,0.6856,1.0,19,13,6,16.81,6.333333333333333,4.333333333333333,0.8847368421052633,0,0,3,3
24,PAR,Nature & Adventure,12,24,47,scored,2000.0,0.9137,0.7596,1.0,15,9,6,16.16,5.0,3.0,1.0773333333333333,0,0,3,3
24,PAR,Nature & Adventure,12,24,47,toptw,4000.0,0.9137,0.6691,1.0,21,15,6,20.77,7.0,5.0,0.9890476190476191,0,0,3,3
24,PAR,Nature & Adventure,12,24,47,scored,4000.0,0.9137,0.8358,1.0,15,9,6,19.08,5.0,3.0,1.2719999999999998,0,0,3,3
24,PAR,Nature & Adventure,12,24,47,toptw,8000.0,0.9137,0.6929,1.0,21,15,6,20.87,7.0,5.0,0.9938095238095238,0,0,3,3
24,PAR,Nature & Adventure,12,24,47,scored,8000.0,0.9137,0.6847,1.0,15,9,6,29.82,5.0,3.0,1.988,0,0,3,3
24,PAR,Nature & Adventure,12,24,47,toptw,16000.0,0.9137,0.7037,1.0,21,15,6,22.78,7.0,5.0,1.0847619047619048,0,0,3,3
24,PAR,Nature & Adventure,12,24,47,scored,16000.0,0.9137,0.6847,1.0,15,9,6,29.82,5.0,3.0,1.988,0,0,3,3
24,PAR,Nature & Adventure,15,24,47,baseline,,0.9137,0.6881,1.0,20,16,4,45.26,6.666666666666667,5.333333333333333,2.2630000000000003,0,0,1,3
24,PAR,Nature & Adventure,15,24,47,toptw,1000.0,0.9137,0.6182,0.667,9,3,6,2.89,3.0,1.0,0.3211111111111111,0,0,3,3
24,PAR,Nature & Adventure,15,24,47,scored,1000.0,0.9137,0.7123,1.0,15,9,6,11.96,5.0,3.0,0.7973333333333333,0,0,3,3
24,PAR,Nature & Adventure,15,24,47,toptw,2000.0,0.9137,0.6716,1.0,21,15,6,20.44,7.0,5.0,0.9733333333333333,0,0,3,3
24,PAR,Nature & Adventure,15,24,47,scored,2000.0,0.9137,0.7596,1.0,15,9,6,16.09,5.0,3.0,1.0726666666666667,0,0,3,3
24,PAR,Nature & Adventure,15,24,47,toptw,4000.0,0.9137,0.6815,1.0,25,19,6,30.8,8.333333333333334,6.333333333333333,1.232,0,0,3,3
24,PAR,Nature & Adventure,15,24,47,scored,4000.0,0.9137,0.8335,1.0,15,9,6,20.59,5.0,3.0,1.3726666666666667,0,0,3,3
24,PAR,Nature & Adventure,15,24,47,toptw,8000.0,0.9137,0.6805,1.0,25,19,6,34.4,8.333333333333334,6.333333333333333,1.376,0,0,3,3
24,PAR,Nature & Adventure,15,24,47,scored,8000.0,0.9137,0.6847,1.0,15,9,6,28.5,5.0,3.0,1.9,0,0,3,3
24,PAR,Nature & Adventure,15,24,47,toptw,16000.0,0.9137,0.6815,1.0,25,19,6,30.8,8.333333333333334,6.333333333333333,1.232,0,0,3,3
24,PAR,Nature & Adventure,15,24,47,scored,16000.0,0.9137,0.6847,1.0,15,9,6,31.12,5.0,3.0,2.0746666666666664,0,0,3,3
24,PAR,Nature & Adventure,18,24,47,baseline,,0.9137,0.6832,1.0,26,21,5,52.29,8.666666666666666,7.0,2.0111538461538463,0,0,2,3
24,PAR,Nature & Adventure,18,24,47,toptw,1000.0,0.9137,0.6182,0.667,9,3,6,2.89,3.0,1.0,0.3211111111111111,0,0,3,3
24,PAR,Nature & Adventure,18,24,47,scored,1000.0,0.9137,0.7123,1.0,15,9,6,11.96,5.0,3.0,0.7973333333333333,0,0,3,3
24,PAR,Nature & Adventure,18,24,47,toptw,2000.0,0.9137,0.693,1.0,23,17,6,25.56,7.666666666666667,5.666666666666667,1.1113043478260871,0,0,3,3
24,PAR,Nature & Adventure,18,24,47,scored,2000.0,0.9137,0.7596,1.0,15,9,6,16.09,5.0,3.0,1.0726666666666667,0,0,3,3
24,PAR,Nature & Adventure,18,24,47,toptw,4000.0,0.9137,0.6934,1.0,27,21,6,34.81,9.0,7.0,1.2892592592592593,0,0,3,3
24,PAR,Nature & Adventure,18,24,47,scored,4000.0,0.9137,0.8335,1.0,15,9,6,20.59,5.0,3.0,1.3726666666666667,0,0,3,3
24,PAR,Nature & Adventure,18,24,47,toptw,8000.0,0.9137,0.6748,1.0,29,23,6,44.48,9.666666666666666,7.666666666666667,1.533793103448276,0,0,3,3
24,PAR,Nature & Adventure,18,24,47,scored,8000.0,0.9137,0.6847,1.0,15,9,6,28.73,5.0,3.0,1.915333333333333,0,0,3,3
24,PAR,Nature & Adventure,18,24,47,toptw,16000.0,0.9137,0.6748,1.0,29,23,6,46.01,9.666666666666666,7.666666666666667,1.5865517241379312,0,0,3,3
24,PAR,Nature & Adventure,18,24,47,scored,16000.0,0.9137,0.6847,1.0,15,9,6,31.11,5.0,3.0,2.074,0,0,3,3
24,PAR,Family Traveler,12,22,47,baseline,,0.6205,0.7034,1.667,18,13,5,22.93,6.0,4.333333333333333,1.2738888888888888,0,0,2,3
24,PAR,Family Traveler,12,22,47,toptw,1000.0,0.6467,0.7717,0.667,11,5,6,3.86,3.6666666666666665,1.6666666666666667,0.3509090909090909,0,0,3,3
24,PAR,Family Traveler,12,22,47,scored,1000.0,0.611,0.7913,1.667,18,12,6,12.67,6.0,4.0,0.7038888888888889,0,0,3,3
24,PAR,Family Traveler,12,22,47,toptw,2000.0,0.6039,0.7767,1.333,16,10,6,11.1,5.333333333333333,3.3333333333333335,0.69375,0,0,3,3
24,PAR,Family Traveler,12,22,47,scored,2000.0,0.611,0.7913,1.667,18,12,6,16.03,6.0,4.0,0.8905555555555557,0,0,3,3
24,PAR,Family Traveler,12,22,47,toptw,4000.0,0.6067,0.7414,2.0,21,15,6,22.15,7.0,5.0,1.0547619047619048,0,0,3,3
24,PAR,Family Traveler,12,22,47,scored,4000.0,0.611,0.7913,1.667,18,12,6,15.53,6.0,4.0,0.8627777777777778,0,0,3,3
24,PAR,Family Traveler,12,22,47,toptw,8000.0,0.6182,0.777,1.667,21,15,6,23.57,7.0,5.0,1.1223809523809525,0,0,3,3
24,PAR,Family Traveler,12,22,47,scored,8000.0,0.6006,0.7894,2.0,19,13,6,22.25,6.333333333333333,4.333333333333333,1.1710526315789473,0,0,3,3
24,PAR,Family Traveler,12,22,47,toptw,16000.0,0.6182,0.777,1.667,21,15,6,23.57,7.0,5.0,1.1223809523809525,0,0,3,3
24,PAR,Family Traveler,12,22,47,scored,16000.0,0.6006,0.794,2.0,19,13,6,24.0,6.333333333333333,4.333333333333333,1.263157894736842,0,0,3,3
24,PAR,Family Traveler,15,22,47,baseline,,0.6166,0.7418,1.667,22,17,5,33.21,7.333333333333333,5.666666666666667,1.5095454545454545,0,0,2,3
24,PAR,Family Traveler,15,22,47,toptw,1000.0,0.6467,0.7486,0.333,12,6,6,4.55,4.0,2.0,0.37916666666666665,0,0,3,3
24,PAR,Family Traveler,15,22,47,scored,1000.0,0.611,0.7691,1.667,18,12,6,11.65,6.0,4.0,0.6472222222222223,0,0,3,3
24,PAR,Family Traveler,15,22,47,toptw,2000.0,0.6138,0.7776,1.667,19,13,6,14.31,6.333333333333333,4.333333333333333,0.7531578947368421,0,0,3,3
24,PAR,Family Traveler,15,22,47,scored,2000.0,0.611,0.7913,1.667,18,12,6,13.99,6.0,4.0,0.7772222222222223,0,0,3,3
24,PAR,Family Traveler,15,22,47,toptw,4000.0,0.6151,0.7587,2.0,25,19,6,28.81,8.333333333333334,6.333333333333333,1.1524,0,0,3,3
24,PAR,Family Traveler,15,22,47,scored,4000.0,0.611,0.7913,2.0,18,12,6,18.66,6.0,4.0,1.0366666666666666,0,0,3,3
24,PAR,Family Traveler,15,22,47,toptw,8000.0,0.6151,0.7647,2.0,25,19,6,32.22,8.333333333333334,6.333333333333333,1.2888,0,0,3,3
24,PAR,Family Traveler,15,22,47,scored,8000.0,0.6006,0.794,2.0,19,13,6,23.58,6.333333333333333,4.333333333333333,1.2410526315789472,0,0,3,3
24,PAR,Family Traveler,15,22,47,toptw,16000.0,0.6151,0.7587,2.333,25,19,6,35.38,8.333333333333334,6.333333333333333,1.4152,0,0,3,3
24,PAR,Family Traveler,15,22,47,scored,16000.0,0.6006,0.794,2.0,19,13,6,24.95,6.333333333333333,4.333333333333333,1.3131578947368423,0,0,3,3
24,PAR,Family Traveler,18,22,47,baseline,,0.6198,0.7368,1.667,23,19,4,42.68,7.666666666666667,6.333333333333333,1.8556521739130434,0,0,1,3
24,PAR,Family Traveler,18,22,47,toptw,1000.0,0.6467,0.7486,0.333,12,6,6,4.55,4.0,2.0,0.37916666666666665,0,0,3,3
24,PAR,Family Traveler,18,22,47,scored,1000.0,0.611,0.7691,1.667,18,12,6,11.65,6.0,4.0,0.6472222222222223,0,0,3,3
24,PAR,Family Traveler,18,22,47,toptw,2000.0,0.6138,0.7776,1.667,19,13,6,13.85,6.333333333333333,4.333333333333333,0.7289473684210527,0,0,3,3
24,PAR,Family Traveler,18,22,47,scored,2000.0,0.611,0.7913,1.667,18,12,6,13.99,6.0,4.0,0.7772222222222223,0,0,3,3
24,PAR,Family Traveler,18,22,47,toptw,4000.0,0.6215,0.7533,2.0,23,17,6,25.2,7.666666666666667,5.666666666666667,1.0956521739130436,0,0,3,3
24,PAR,Family Traveler,18,22,47,scored,4000.0,0.611,0.7913,2.0,18,12,6,18.66,6.0,4.0,1.0366666666666666,0,0,3,3
24,PAR,Family Traveler,18,22,47,toptw,8000.0,0.6253,0.7589,1.667,26,20,6,37.71,8.666666666666666,6.666666666666667,1.4503846153846154,0,0,3,3
24,PAR,Family Traveler,18,22,47,scored,8000.0,0.6006,0.7894,2.0,19,13,6,23.5,6.333333333333333,4.333333333333333,1.236842105263158,0,0,3,3
24,PAR,Family Traveler,18,22,47,toptw,16000.0,0.6253,0.7589,1.667,26,20,6,55.96,8.666666666666666,6.666666666666667,2.1523076923076925,0,0,3,3
24,PAR,Family Traveler,18,22,47,scored,16000.0,0.6006,0.794,2.0,19,13,6,24.95,6.333333333333333,4.333333333333333,1.3131578947368423,0,0,3,3
24,BER,Culture Enthusiast,12,24,14,baseline,,0.759,0.7128,2.0,18,13,5,22.18,6.0,4.333333333333333,1.232222222222222,0,0,2,3
24,BER,Culture Enthusiast,12,24,14,toptw,1000.0,0.769,0.7613,1.333,15,9,6,3.06,5.0,3.0,0.20400000000000001,0,0,3,3
24,BER,Culture Enthusiast,12,24,14,scored,1000.0,0.759,0.7442,1.667,19,13,6,6.69,6.333333333333333,4.333333333333333,0.35210526315789475,0,0,3,3
24,BER,Culture Enthusiast,12,24,14,toptw,2000.0,0.7571,0.725,2.0,21,15,6,9.09,7.0,5.0,0.43285714285714283,0,0,3,3
24,BER,Culture Enthusiast,12,24,14,scored,2000.0,0.7568,0.741,2.0,20,14,6,8.78,6.666666666666667,4.666666666666667,0.43900000000000006,0,0,3,3
24,BER,Culture Enthusiast,12,24,14,toptw,4000.0,0.7592,0.7422,2.0,20,14,6,8.58,6.666666666666667,4.666666666666667,0.429,0,0,3,3
24,BER,Culture Enthusiast,12,24,14,scored,4000.0,0.7549,0.7371,2.333,21,15,6,14.91,7.0,5.0,0.71,0,0,3,3
24,BER,Culture Enthusiast,12,24,14,toptw,8000.0,0.7571,0.725,2.0,21,15,6,12.04,7.0,5.0,0.5733333333333333,0,0,3,3
24,BER,Culture Enthusiast,12,24,14,scored,8000.0,0.7549,0.7147,2.333,21,15,6,13.53,7.0,5.0,0.6442857142857142,0,0,3,3
24,BER,Culture Enthusiast,12,24,14,toptw,16000.0,0.7571,0.725,2.0,21,15,6,12.04,7.0,5.0,0.5733333333333333,0,0,3,3
24,BER,Culture Enthusiast,12,24,14,scored,16000.0,0.7549,0.6435,2.333,21,15,6,14.28,7.0,5.0,0.68,0,0,3,3
24,BER,Culture Enthusiast,15,24,14,baseline,,0.7549,0.7219,2.333,19,15,4,24.2,6.333333333333333,5.0,1.2736842105263158,0,0,1,3
24,BER,Culture Enthusiast,15,24,14,toptw,1000.0,0.769,0.7613,1.333,15,9,6,3.06,5.0,3.0,0.20400000000000001,0,0,3,3
24,BER,Culture Enthusiast,15,24,14,scored,1000.0,0.7587,0.7529,1.667,18,12,6,5.78,6.0,4.0,0.32111111111111107,0,0,3,3
24,BER,Culture Enthusiast,15,24,14,toptw,2000.0,0.7593,0.7638,2.0,21,15,6,10.43,7.0,5.0,0.49666666666666665,0,0,3,3
24,BER,Culture Enthusiast,15,24,14,scored,2000.0,0.7568,0.76,2.0,20,14,6,9.12,6.666666666666667,4.666666666666667,0.45599999999999996,0,0,3,3
24,BER,Culture Enthusiast,15,24,14,toptw,4000.0,0.7574,0.7214,2.0,22,16,6,14.37,7.333333333333333,5.333333333333333,0.6531818181818182,0,0,3,3
24,BER,Culture Enthusiast,15,24,14,scored,4000.0,0.7549,0.732,2.333,21,15,6,12.65,7.0,5.0,0.6023809523809524,0,0,3,3
24,BER,Culture Enthusiast,15,24,14,toptw,8000.0,0.7574,0.725,2.0,22,16,6,13.86,7.333333333333333,5.333333333333333,0.63,0,0,3,3
24,BER,Culture Enthusiast,15,24,14,scored,8000.0,0.7549,0.732,2.333,21,15,6,13.07,7.0,5.0,0.6223809523809524,0,0,3,3
24,BER,Culture Enthusiast,15,24,14,toptw,16000.0,0.7576,0.7596,2.0,23,17,6,16.11,7.666666666666667,5.666666666666667,0.7004347826086956,0,0,3,3
24,BER,Culture Enthusiast,15,24,14,scored,16000.0,0.7549,0.6435,2.333,21,15,6,13.96,7.0,5.0,0.6647619047619048,0,0,3,3
24,BER,Culture Enthusiast,18,24,14,baseline,,0.7549,0.7172,2.333,18,15,3,25.29,6.0,5.0,1.405,0,0,0,3
24,BER,Culture Enthusiast,18,24,14,toptw,1000.0,0.769,0.7613,1.333,15,9,6,3.06,5.0,3.0,0.20400000000000001,0,0,3,3
24,BER,Culture Enthusiast,18,24,14,scored,1000.0,0.7587,0.7529,1.667,18,12,6,5.78,6.0,4.0,0.32111111111111107,0,0,3,3
24,BER,Culture Enthusiast,18,24,14,toptw,2000.0,0.7593,0.7638,2.0,21,15,6,10.43,7.0,5.0,0.49666666666666665,0,0,3,3
24,BER,Culture Enthusiast,18,24,14,scored,2000.0,0.7568,0.76,2.0,20,14,6,9.12,6.666666666666667,4.666666666666667,0.45599999999999996,0,0,3,3
24,BER,Culture Enthusiast,18,24,14,toptw,4000.0,0.7574,0.725,2.0,22,16,6,13.79,7.333333333333333,5.333333333333333,0.6268181818181818,0,0,3,3
24,BER,Culture Enthusiast,18,24,14,scored,4000.0,0.7549,0.732,2.333,21,15,6,12.65,7.0,5.0,0.6023809523809524,0,0,3,3
24,BER,Culture Enthusiast,18,24,14,toptw,8000.0,0.7574,0.725,2.0,22,16,6,14.36,7.333333333333333,5.333333333333333,0.6527272727272727,0,0,3,3
24,BER,Culture Enthusiast,18,24,14,scored,8000.0,0.7549,0.732,2.333,21,15,6,13.07,7.0,5.0,0.6223809523809524,0,0,3,3
24,BER,Culture Enthusiast,18,24,14,toptw,16000.0,0.7576,0.7596,2.0,23,17,6,16.11,7.666666666666667,5.666666666666667,0.7004347826086956,0,0,3,3
24,BER,Culture Enthusiast,18,24,14,scored,16000.0,0.7549,0.6435,2.333,21,15,6,13.96,7.0,5.0,0.6647619047619048,0,0,3,3
24,BER,Nightlife Seeker,12,22,14,baseline,,0.6188,0.7195,2.0,13,10,3,23.13,4.333333333333333,3.3333333333333335,1.7792307692307692,0,0,0,3
24,BER,Nightlife Seeker,12,22,14,toptw,1000.0,0.792,0.4545,1.333,17,11,6,2.74,5.666666666666667,3.6666666666666665,0.1611764705882353,0,0,3,3
24,BER,Nightlife Seeker,12,22,14,scored,1000.0,0.7882,0.46,1.333,16,10,6,2.11,5.333333333333333,3.3333333333333335,0.131875,0,0,3,3
24,BER,Nightlife Seeker,12,22,14,toptw,2000.0,0.7654,0.5235,1.667,19,13,6,5.88,6.333333333333333,4.333333333333333,0.3094736842105263,0,0,3,3
24,BER,Nightlife Seeker,12,22,14,scored,2000.0,0.7535,0.6098,1.667,17,11,6,7.97,5.666666666666667,3.6666666666666665,0.46882352941176475,0,0,3,3
24,BER,Nightlife Seeker,12,22,14,toptw,4000.0,0.7654,0.5235,1.667,19,13,6,5.67,6.333333333333333,4.333333333333333,0.2984210526315789,0,0,3,3
