top_k,city,archetype,budget_hours,n_sightseeing,n_food,arm,drop_penalty_m,mean_pref_match,mean_quality,categories_per_day,stops,sight_stops,food_stops,km,stops_per_day,sight_per_day,km_per_stop,closed_violations,budget_overruns,days_with_meals,n_days
72,BER,Nightlife Seeker,12,57,14,scored,2000.0,0.6329,0.6691,2.0,21,15,6,9.01,7.0,5.0,0.429047619047619,0,0,3,3
72,BER,Nightlife Seeker,12,57,14,toptw,4000.0,0.6894,0.5336,2.0,21,15,6,4.22,7.0,5.0,0.20095238095238094,0,0,3,3
72,BER,Nightlife Seeker,12,57,14,scored,4000.0,0.6793,0.6585,2.0,20,14,6,10.05,6.666666666666667,4.666666666666667,0.5025000000000001,0,0,3,3
72,BER,Nightlife Seeker,12,57,14,toptw,8000.0,0.6894,0.5336,2.0,21,15,6,4.22,7.0,5.0,0.20095238095238094,0,0,3,3
72,BER,Nightlife Seeker,12,57,14,scored,8000.0,0.649,0.7019,2.0,20,14,6,13.93,6.666666666666667,4.666666666666667,0.6965,0,0,3,3
72,BER,Nightlife Seeker,12,57,14,toptw,16000.0,0.6894,0.5336,2.0,21,15,6,4.22,7.0,5.0,0.20095238095238094,0,0,3,3
72,BER,Nightlife Seeker,12,57,14,scored,16000.0,0.649,0.6981,2.0,20,14,6,12.8,6.666666666666667,4.666666666666667,0.64,0,0,3,3
72,BER,Nightlife Seeker,15,57,14,baseline,,0.5394,0.6684,2.0,20,16,4,19.0,6.666666666666667,5.333333333333333,0.95,0,0,1,3
72,BER,Nightlife Seeker,15,57,14,toptw,1000.0,0.7095,0.5295,1.667,20,14,6,3.35,6.666666666666667,4.666666666666667,0.1675,0,0,3,3
72,BER,Nightlife Seeker,15,57,14,scored,1000.0,0.6793,0.5666,1.667,20,14,6,4.08,6.666666666666667,4.666666666666667,0.20400000000000001,0,0,3,3
72,BER,Nightlife Seeker,15,57,14,toptw,2000.0,0.6658,0.5754,2.0,24,18,6,8.08,8.0,6.0,0.33666666666666667,0,0,3,3
72,BER,Nightlife Seeker,15,57,14,scored,2000.0,0.6312,0.6723,2.0,23,17,6,11.59,7.666666666666667,5.666666666666667,0.5039130434782608,0,0,3,3
72,BER,Nightlife Seeker,15,57,14,toptw,4000.0,0.6745,0.5644,2.0,25,19,6,11.13,8.333333333333334,6.333333333333333,0.4452,0,0,3,3
72,BER,Nightlife Seeker,15,57,14,scored,4000.0,0.6188,0.6807,2.0,24,18,6,17.25,8.0,6.0,0.71875,0,0,3,3
72,BER,Nightlife Seeker,15,57,14,toptw,8000.0,0.6745,0.5644,2.0,25,19,6,11.13,8.333333333333334,6.333333333333333,0.4452,0,0,3,3
72,BER,Nightlife Seeker,15,57,14,scored,8000.0,0.6188,0.6895,2.0,24,18,6,22.42,8.0,6.0,0.9341666666666666,0,0,3,3
72,BER,Nightlife Seeker,15,57,14,toptw,16000.0,0.6745,0.5644,2.0,25,19,6,11.13,8.333333333333334,6.333333333333333,0.4452,0,0,3,3
72,BER,Nightlife Seeker,15,57,14,scored,16000.0,0.6188,0.6949,2.0,24,18,6,24.01,8.0,6.0,1.0004166666666665,0,0,3,3
72,BER,Nightlife Seeker,18,57,14,baseline,,0.5658,0.6499,2.0,19,16,3,21.47,6.333333333333333,5.333333333333333,1.13,0,0,0,3
72,BER,Nightlife Seeker,18,57,14,toptw,1000.0,0.6894,0.533,1.667,21,15,6,5.28,7.0,5.0,0.25142857142857145,0,0,3,3
72,BER,Nightlife Seeker,18,57,14,scored,1000.0,0.6793,0.5666,1.667,20,14,6,4.08,6.666666666666667,4.666666666666667,0.20400000000000001,0,0,3,3
72,BER,Nightlife Seeker,18,57,14,toptw,2000.0,0.6658,0.5646,2.0,24,18,6,8.64,8.0,6.0,0.36000000000000004,0,0,3,3
72,BER,Nightlife Seeker,18,57,14,scored,2000.0,0.6312,0.6723,2.0,23,17,6,11.59,7.666666666666667,5.666666666666667,0.5039130434782608,0,0,3,3
72,BER,Nightlife Seeker,18,57,14,toptw,4000.0,0.6573,0.5866,2.0,28,22,6,15.19,9.333333333333334,7.333333333333333,0.5425000000000001,0,0,3,3
72,BER,Nightlife Seeker,18,57,14,scored,4000.0,0.6188,0.6807,2.0,24,18,6,17.24,8.0,6.0,0.7183333333333333,0,0,3,3
72,BER,Nightlife Seeker,18,57,14,toptw,8000.0,0.6832,0.574,2.0,29,23,6,21.3,9.666666666666666,7.666666666666667,0.7344827586206897,0,0,3,3
72,BER,Nightlife Seeker,18,57,14,scored,8000.0,0.6188,0.6807,2.0,24,18,6,21.48,8.0,6.0,0.895,0,0,3,3
72,BER,Nightlife Seeker,18,57,14,toptw,16000.0,0.6832,0.5856,2.0,29,23,6,20.49,9.666666666666666,7.666666666666667,0.706551724137931,0,0,3,3
72,BER,Nightlife Seeker,18,57,14,scored,16000.0,0.6188,0.7406,2.0,24,18,6,27.29,8.0,6.0,1.1370833333333332,0,0,3,3
72,BER,Nature & Adventure,12,71,14,baseline,,0.4936,0.6962,3.0,21,16,5,19.11,7.0,5.333333333333333,0.9099999999999999,0,0,2,3
72,BER,Nature & Adventure,12,71,14,toptw,1000.0,0.3846,0.7465,3.333,25,19,6,8.8,8.333333333333334,6.333333333333333,0.35200000000000004,0,0,3,3
72,BER,Nature & Adventure,12,71,14,scored,1000.0,0.5484,0.7002,3.333,24,18,6,9.17,8.0,6.0,0.38208333333333333,0,0,3,3
72,BER,Nature & Adventure,12,71,14,toptw,2000.0,0.4254,0.7203,3.333,28,22,6,12.06,9.333333333333334,7.333333333333333,0.43071428571428566,0,0,3,3
72,BER,Nature & Adventure,12,71,14,scored,2000.0,0.5899,0.7824,3.667,24,18,6,15.55,8.0,6.0,0.6479166666666667,0,0,3,3
72,BER,Nature & Adventure,12,71,14,toptw,4000.0,0.4048,0.7057,3.667,27,21,6,13.59,9.0,7.0,0.5033333333333333,0,0,3,3
72,BER,Nature & Adventure,12,71,14,scored,4000.0,0.5676,0.7698,3.333,25,19,6,16.95,8.333333333333334,6.333333333333333,0.6779999999999999,0,0,3,3
72,BER,Nature & Adventure,12,71,14,toptw,8000.0,0.4058,0.7393,3.333,27,21,6,12.11,9.0,7.0,0.4485185185185185,0,0,3,3
72,BER,Nature & Adventure,12,71,14,scored,8000.0,0.6115,0.8244,3.0,23,17,6,22.53,7.666666666666667,5.666666666666667,0.9795652173913044,0,0,3,3
72,BER,Nature & Adventure,12,71,14,toptw,16000.0,0.4021,0.7161,3.333,27,21,6,12.12,9.0,7.0,0.44888888888888884,0,0,3,3
72,BER,Nature & Adventure,12,71,14,scored,16000.0,0.6358,0.8103,2.667,22,16,6,30.19,7.333333333333333,5.333333333333333,1.3722727272727273,0,0,3,3
72,BER,Nature & Adventure,15,71,14,baseline,,0.5482,0.6935,3.333,26,20,6,31.16,8.666666666666666,6.666666666666667,1.1984615384615385,0,0,3,3
72,BER,Nature & Adventure,15,71,14,toptw,1000.0,0.4387,0.7142,3.0,27,21,6,8.78,9.0,7.0,0.32518518518518524,0,0,3,3
72,BER,Nature & Adventure,15,71,14,scored,1000.0,0.5131,0.7861,3.667,24,18,6,9.08,8.0,6.0,0.37833333333333335,0,0,3,3
72,BER,Nature & Adventure,15,71,14,toptw,2000.0,0.3928,0.715,3.0,33,27,6,13.32,11.0,9.0,0.4036363636363636,0,0,3,3
72,BER,Nature & Adventure,15,71,14,scored,2000.0,0.5375,0.7627,3.333,27,21,6,13.86,9.0,7.0,0.5133333333333333,0,0,3,3
72,BER,Nature & Adventure,15,71,14,toptw,4000.0,0.4675,0.7164,3.333,33,27,6,15.83,11.0,9.0,0.4796969696969696,0,0,3,3
72,BER,Nature & Adventure,15,71,14,scored,4000.0,0.5004,0.8067,3.333,30,24,6,24.6,10.0,8.0,0.82,0,0,3,3
72,BER,Nature & Adventure,15,71,14,toptw,8000.0,0.4587,0.7267,3.333,34,28,6,17.53,11.333333333333334,9.333333333333334,0.5155882352941177,0,0,3,3
72,BER,Nature & Adventure,15,71,14,scored,8000.0,0.5231,0.7497,3.333,28,22,6,33.29,9.333333333333334,7.333333333333333,1.1889285714285713,0,0,3,3
72,BER,Nature & Adventure,15,71,14,toptw,16000.0,0.4587,0.7267,3.333,34,28,6,17.53,11.333333333333334,9.333333333333334,0.5155882352941177,0,0,3,3
72,BER,Nature & Adventure,15,71,14,scored,16000.0,0.5125,0.8258,3.667,29,23,6,34.14,9.666666666666666,7.666666666666667,1.177241379310345,0,0,3,3
72,BER,Nature & Adventure,18,71,14,baseline,,0.6244,0.6736,3.667,31,25,6,40.06,10.333333333333334,8.333333333333334,1.292258064516129,0,0,3,3
72,BER,Nature & Adventure,18,71,14,toptw,1000.0,0.45,0.754,3.333,29,23,6,10.23,9.666666666666666,7.666666666666667,0.3527586206896552,0,0,3,3
72,BER,Nature & Adventure,18,71,14,scored,1000.0,0.4979,0.7762,3.333,25,19,6,9.87,8.333333333333334,6.333333333333333,0.3948,0,0,3,3
72,BER,Nature & Adventure,18,71,14,toptw,2000.0,0.4742,0.7074,3.667,38,32,6,22.19,12.666666666666666,10.666666666666666,0.5839473684210527,0,0,3,3
72,BER,Nature & Adventure,18,71,14,scored,2000.0,0.5231,0.7767,3.333,28,22,6,14.99,9.333333333333334,7.333333333333333,0.5353571428571429,0,0,3,3
72,BER,Nature & Adventure,18,71,14,toptw,4000.0,0.4909,0.7138,3.667,36,30,6,20.5,12.0,10.0,0.5694444444444444,0,0,3,3
72,BER,Nature & Adventure,18,71,14,scored,4000.0,0.5004,0.8092,3.333,30,24,6,25.85,10.0,8.0,0.8616666666666667,0,0,3,3
72,BER,Nature & Adventure,18,71,14,toptw,8000.0,0.494,0.6764,3.333,38,32,6,27.73,12.666666666666666,10.666666666666666,0.7297368421052631,0,0,3,3
72,BER,Nature & Adventure,18,71,14,scored,8000.0,0.4916,0.7284,3.667,31,25,6,35.28,10.333333333333334,8.333333333333334,1.1380645161290324,0,0,3,3
72,BER,Nature & Adventure,18,71,14,toptw,16000.0,0.5156,0.7077,3.333,38,32,6,25.16,12.666666666666666,10.666666666666666,0.6621052631578948,0,0,3,3
72,BER,Nature & Adventure,18,71,14,scored,16000.0,0.4834,0.8266,4.0,32,26,6,37.31,10.666666666666666,8.666666666666666,1.1659375,0,0,3,3
72,BER,Family Traveler,12,71,14,baseline,,0.5358,0.8102,2.667,22,17,5,21.3,7.333333333333333,5.666666666666667,0.9681818181818183,0,0,2,3
72,BER,Family Traveler,12,71,14,toptw,1000.0,0.5103,0.8393,3.0,23,17,6,4.58,7.666666666666667,5.666666666666667,0.1991304347826087,0,0,3,3
72,BER,Family Traveler,12,71,14,scored,1000.0,0.5052,0.8275,3.333,23,17,6,4.29,7.666666666666667,5.666666666666667,0.1865217391304348,0,0,3,3
72,BER,Family Traveler,12,71,14,toptw,2000.0,0.5131,0.845,3.0,24,18,6,5.86,8.0,6.0,0.24416666666666667,0,0,3,3
72,BER,Family Traveler,12,71,14,scored,2000.0,0.5233,0.8374,3.333,22,16,6,6.18,7.333333333333333,5.333333333333333,0.2809090909090909,0,0,3,3
72,BER,Family Traveler,12,71,14,toptw,4000.0,0.5131,0.845,3.0,24,18,6,5.7,8.0,6.0,0.23750000000000002,0,0,3,3
72,BER,Family Traveler,12,71,14,scored,4000.0,0.5269,0.7544,3.667,24,18,6,8.25,8.0,6.0,0.34375,0,0,3,3
72,BER,Family Traveler,12,71,14,toptw,8000.0,0.5226,0.8299,3.667,24,18,6,7.65,8.0,6.0,0.31875000000000003,0,0,3,3
72,BER,Family Traveler,12,71,14,scored,8000.0,0.5201,0.8004,3.0,25,19,6,12.85,8.333333333333334,6.333333333333333,0.514,0,0,3,3
72,BER,Family Traveler,12,71,14,toptw,16000.0,0.5226,0.8299,3.667,24,18,6,7.65,8.0,6.0,0.31875000000000003,0,0,3,3
72,BER,Family Traveler,12,71,14,scored,16000.0,0.546,0.8339,3.0,24,18,6,16.24,8.0,6.0,0.6766666666666667,0,0,3,3
72,BER,Family Traveler,15,71,14,baseline,,0.5438,0.8021,3.333,24,20,4,20.95,8.0,6.666666666666667,0.8729166666666667,0,0,1,3
72,BER,Family Traveler,15,71,14,toptw,1000.0,0.5181,0.8083,3.333,28,22,6,7.46,9.333333333333334,7.333333333333333,0.2664285714285714,0,0,3,3
72,BER,Family Traveler,15,71,14,scored,1000.0,0.5202,0.8389,3.0,27,21,6,8.59,9.0,7.0,0.3181481481481481,0,0,3,3
72,BER,Family Traveler,15,71,14,toptw,2000.0,0.52,0.8148,3.333,29,23,6,10.74,9.666666666666666,7.666666666666667,0.3703448275862069,0,0,3,3
72,BER,Family Traveler,15,71,14,scored,2000.0,0.531,0.8462,3.667,29,23,6,9.46,9.666666666666666,7.666666666666667,0.3262068965517242,0,0,3,3
72,BER,Family Traveler,15,71,14,toptw,4000.0,0.5216,0.8323,3.667,30,24,6,11.07,10.0,8.0,0.369,0,0,3,3
72,BER,Family Traveler,15,71,14,scored,4000.0,0.5322,0.8699,3.667,30,24,6,14.08,10.0,8.0,0.46933333333333327,0,0,3,3
72,BER,Family Traveler,15,71,14,toptw,8000.0,0.5216,0.8323,3.667,30,24,6,11.07,10.0,8.0,0.369,0,0,3,3
72,BER,Family Traveler,15,71,14,scored,8000.0,0.5287,0.865,4.0,30,24,6,13.94,10.0,8.0,0.46466666666666673,0,0,3,3
72,BER,Family Traveler,15,71,14,toptw,16000.0,0.5216,0.8323,3.667,30,24,6,11.07,10.0,8.0,0.369,0,0,3,3
72,BER,Family Traveler,15,71,14,scored,16000.0,0.5526,0.7565,3.333,28,22,6,24.41,9.333333333333334,7.333333333333333,0.8717857142857143,0,0,3,3
72,BER,Family Traveler,18,71,14,baseline,,0.546,0.8005,3.333,28,23,5,28.36,9.333333333333334,7.666666666666667,1.012857142857143,0,0,2,3
72,BER,Family Traveler,18,71,14,toptw,1000.0,0.5275,0.8157,3.667,29,23,6,10.05,9.666666666666666,7.666666666666667,0.34655172413793106,0,0,3,3
72,BER,Family Traveler,18,71,14,scored,1000.0,0.5232,0.826,4.0,31,25,6,9.48,10.333333333333334,8.333333333333334,0.30580645161290326,0,0,3,3
72,BER,Family Traveler,18,71,14,toptw,2000.0,0.526,0.8324,3.667,33,27,6,14.21,11.0,9.0,0.43060606060606066,0,0,3,3
72,BER,Family Traveler,18,71,14,scored,2000.0,0.5312,0.8653,4.0,32,26,6,17.3,10.666666666666666,8.666666666666666,0.540625,0,0,3,3
72,BER,Family Traveler,18,71,14,toptw,4000.0,0.5403,0.7937,4.0,35,29,6,18.43,11.666666666666666,9.666666666666666,0.5265714285714286,0,0,3,3
72,BER,Family Traveler,18,71,14,scored,4000.0,0.531,0.7921,4.0,32,26,6,17.24,10.666666666666666,8.666666666666666,0.5387500000000001,0,0,3,3
72,BER,Family Traveler,18,71,14,toptw,8000.0,0.5395,0.8015,3.667,34,28,6,17.36,11.333333333333334,9.333333333333334,0.5105882352941177,0,0,3,3
72,BER,Family Traveler,18,71,14,scored,8000.0,0.5459,0.8264,4.0,35,29,6,30.52,11.666666666666666,9.666666666666666,0.872,0,0,3,3
72,BER,Family Traveler,18,71,14,toptw,16000.0,0.5395,0.8015,3.667,34,28,6,17.36,11.333333333333334,9.333333333333334,0.5105882352941177,0,0,3,3
72,BER,Family Traveler,18,71,14,scored,16000.0,0.5514,0.8587,3.667,34,28,6,34.76,11.333333333333334,9.333333333333334,1.0223529411764707,0,0,3,3
