poi_id,destination_id,name,category,lat,lon,avg_visit_minutes,price_level,popularity_score,description,open_hour,close_hour
POI1101,LIS,Animatógrafo do Rossio,landmark,38.712799,-9.13901,60,1,4.1,Animatógrafo do Rossio is a cinema in the municipality of São Nicolau in the Portuguese capital Lisbon.,8,20
POI1102,LIS,Casa da Cerca - Centro de Arte Contemporânea,museum,38.684015,-9.159083,120,1,4.1,"Casa da Cerca - Centro de Arte Contemporânea is a building in Almada, Setúbal District, Portugal, in Lisbon.",10,18
POI1103,LIS,Capela de Santo Amaro,religion,38.70212,-9.182653,30,0,4.1,"Capela de Santo Amaro is a building in Lisbon, Lisbon District, Portugal.",7,19
POI1104,LIS,Teatro Villaret,culture,38.730247,-9.146717,90,1,4.1,"Teatro Villaret is a theatre venue in Lisbon, Portugal.",9,20
POI1105,LIS,Jardim da Estrela,nature,38.714638,-9.159051,90,0,4.2,"Jardim da Estrela is an urban park in Lisbon, Portugal.",7,24
POI1106,LIS,Hot Club Portugal,nightlife,38.718149,-9.145647,120,1,4.2,"Hot Club Portugal is a historic Portuguese jazz club & jazz school, in Lisbon.",18,2
POI1107,LIS,Mercado Municipal Rosa Agulhas,food,38.704899,-9.179326,60,1,4.0,"Mercado Municipal Rosa Agulhas is a commercial building in Lisbon, Portugal.",10,23
POI1108,LIS,Centro Comercial Vasco da Gama,shopping,38.767665,-9.096828,60,1,4.2,"Centro Comercial Vasco da Gama is a shopping mall in Lisbon, Portugal.",9,24
POI1109,LIS,Oliveira Martins,history,38.723279,-9.147981,60,0,4.1,"Oliveira Martins is a monument in Lisbon, Portugal.",8,19
POI1110,LIS,Cruzeiro de Arroios,landmark,38.732504,-9.13623,60,1,4.0,"Cruzeiro de Arroios is a wayside cross in Lisbon, Lisbon District, Portugal.",8,20
POI1111,LIS,Observatório Astronómico de Lisboa,museum,38.71052,-9.187434,120,1,4.3,"Observatório Astronómico de Lisboa is a building in Lisbon, Lisbon District, Portugal.",9,18
POI1112,LIS,Ermida do Senhor Jesus da Boa Nova,religion,38.712599,-9.125454,30,0,4.0,A historic place of worship in Lisbon.,7,19
POI1113,LIS,Teatro do Bairro Alto,culture,38.717968,-9.154018,90,1,4.0,Teatro do Bairro Alto is a Municipal theatre in Lisbon.,9,20
POI1114,LIS,Jardim Alfredo Keil,nature,38.717861,-9.145285,90,0,4.1,A green space in Lisbon.,0,24
POI1115,LIS,Magnetic,nightlife,38.735526,-9.148485,120,1,4.0,A lively nightlife spot in Lisbon.,11,2
POI1116,LIS,Time Out Market Lisboa,food,38.707093,-9.145897,60,1,4.1,"Time Out Market Lisboa is a food hall in Lisbon, Portugal.",10,0
POI1117,LIS,Almada Forum,shopping,38.659996,-9.175206,60,1,4.1,"Almada Forum is a Shopping center in Portugal, in Lisbon.",9,24
POI1118,LIS,Pedro Álvares Cabral,history,38.715792,-9.158716,60,0,4.1,"Pedro Álvares Cabral is a statue of Pedro Álvares Cabral in Lisbon, Portugal.",8,19
POI1119,LIS,Cruzeiro das Laranjeiras,landmark,38.759868,-9.15587,60,1,4.1,"Cruzeiro das Laranjeiras is a building in Lisbon, Lisbon District, Portugal.",8,20
POI1120,LIS,Museu Nacional do Azulejo,museum,38.724763,-9.113953,120,1,4.3,Museu Nacional do Azulejo is a museum in Lisbon.,9,18
POI1121,LIS,Convento de Eremitas Descalços de Santo Agostinho,religion,38.704108,-9.194481,30,0,4.1,"Convento de Eremitas Descalços de Santo Agostinho is a building in Lisbon, Lisbon District, Portugal.",7,19
POI1122,LIS,Sociedade Musical Ordem e Progresso,culture,38.706608,-9.162192,90,1,4.1,Sociedade Musical Ordem e Progresso is a musical association with headquarters in Lisbon.,9,20
POI1123,LIS,Jardim Fialho de Almeida,nature,38.715046,-9.151599,90,0,4.1,"Jardim Fialho de Almeida is a garden in Lisbon, Portugal.",0,24
POI1124,LIS,Instituto do Vinho do Porto,nightlife,38.714165,-9.144122,120,1,4.0,A lively nightlife spot in Lisbon.,18,2
POI1125,LIS,Pastelaria Castrense,food,38.722845,-9.145878,60,1,4.0,A well-regarded food destination in Lisbon.,10,23
POI1126,LIS,Amoreiras Shopping Center,shopping,38.723214,-9.162356,60,1,4.1,"Amoreiras Shopping Center is a shopping center in Lisbon, Portugal.",10,20
POI1127,LIS,Padrão-Memória do Chão Salgado,history,38.697591,-9.203835,60,0,4.0,A historic site in Lisbon.,8,19
POI1128,LIS,Caza das Vellas Loreto,landmark,38.710602,-9.144905,60,1,4.0,"Caza das Vellas Loreto is a candle store in Lisbon, Portugal.",8,20
POI1129,LIS,Museu de Lisboa - Teatro Romano,museum,38.710517,-9.132388,120,1,4.2,"Museu de Lisboa - Teatro Romano is a Roman theater in Lisbon, Portugal.",10,18
POI1130,LIS,Igreja da Memória,religion,38.702986,-9.201979,30,0,4.2,"Igreja da Memória is a church building in Ajuda, Lisbon District, Portugal.",7,19
POI1131,LIS,Teatro Camões,culture,38.760968,-9.093313,90,1,4.1,"Teatro Camões is a building in Lisbon, Lisbon District, Portugal.",9,20
POI1132,LIS,Jardim do Torel,nature,38.719245,-9.141545,90,0,4.1,"Jardim do Torel is a garden in Santo António (Lisbon), Portugal.",0,24
POI1133,LIS,Carioca da Trindade,nightlife,38.711866,-9.142076,120,1,4.0,A lively nightlife spot in Lisbon.,18,2
POI1134,LIS,Café Pérola de Alfragide,food,38.738347,-9.212901,60,1,4.0,A well-regarded food destination in Lisbon.,10,23
POI1135,LIS,UBBO,shopping,38.776934,-9.220081,60,1,4.1,A popular shopping spot in Lisbon.,10,20
POI1136,LIS,Bartolomeu de Gusmão,history,38.768463,-9.129644,60,0,4.0,"Bartolomeu de Gusmão is a statue in Lisbon, Portugal.",8,19
POI1137,LIS,Moinhos do Casalinho da Ajuda,landmark,38.710101,-9.192514,60,1,4.1,"Moinhos do Casalinho da Ajuda is a building in Lisbon, Lisbon District, Portugal.",8,20
POI1138,LIS,Centro Cultural de Belém,museum,38.695427,-9.208531,120,1,4.3,"Centro Cultural de Belém is an arts and convention center in Lisbon, Portugal.",9,18
POI1139,LIS,Convento de Nossa Senhora do Bom Sucesso,religion,38.695194,-9.211758,30,0,4.0,"Convento de Nossa Senhora do Bom Sucesso is a cultural heritage monument in Lisboa, Portugal, in Lisbon.",7,19
POI1140,LIS,Teatro Nacional de São Carlos,culture,38.709411,-9.141719,90,1,4.3,"Teatro Nacional de São Carlos is an opera house in Lisbon, Portugal.",9,20
POI1141,LIS,Jardim Sá da Bandeira,nature,38.707068,-9.146732,90,0,4.1,A green space in Lisbon.,0,24
POI1142,LIS,Bar Arché Cohiba,nightlife,38.712822,-9.143711,120,1,4.0,A lively nightlife spot in Lisbon.,18,2
POI1143,LIS,Bazar Centro Sul,food,38.667859,-9.163644,60,1,4.0,A well-regarded food destination in Lisbon.,8,22
POI1144,LIS,Sommer,shopping,38.679757,-9.15754,60,1,4.0,A popular shopping spot in Lisbon.,10,20
POI1145,LIS,Réplica da Pedra de Dighton,history,38.697497,-9.208365,60,0,4.3,"Réplica da Pedra de Dighton is a boulder etched with petroglyphs, in Lisbon.",8,19
POI1146,LIS,A Carioca,landmark,38.710985,-9.14304,60,1,4.0,"A Carioca is a café in Lisbon, Portugal.",8,20
POI1147,LIS,Museu de Arte Contemporânea MAC/CCB,museum,38.695647,-9.20931,120,1,4.3,"Museu de Arte Contemporânea MAC/CCB is a museum of modern and contemporary art in Portugal, in Lisbon.",10,19
POI1148,LIS,Convento de São Francisco de Paula,religion,38.704625,-9.164732,30,0,4.1,"Convento de São Francisco de Paula is a church in Lisbon, Portugal.",7,19
POI1149,LIS,Teatro Politeama,culture,38.716527,-9.141059,90,1,4.2,"Teatro Politeama is a theatre and cinema in Lisbon, Portugal.",9,20
POI1150,LIS,Jardim de São Pedro de Alcântara,nature,38.715091,-9.144278,90,0,4.2,"Jardim de São Pedro de Alcântara is a park in Portugal, in Lisbon.",0,24
POI1151,LIS,Dos Capotes Brancos,nightlife,38.713851,-9.144534,120,1,4.0,A lively nightlife spot in Lisbon.,18,2
POI1152,LIS,Mercado Municipal das Torcatas,food,38.678272,-9.164094,60,1,4.0,A well-regarded food destination in Lisbon.,10,23
POI1153,LIS,Acqua Roma,shopping,38.743292,-9.139134,60,1,4.0,A popular shopping spot in Lisbon.,10,20
POI1154,LIS,Calouste Gulbenkian,history,38.737308,-9.15581,60,0,4.1,"Calouste Gulbenkian is a statue in Lisbon, Portugal.",8,19
POI1155,LIS,Palácio de Xabregas,landmark,38.727717,-9.110447,60,1,4.0,"Palácio de Xabregas is a cultural heritage monument in Lisboa, Portugal, in Lisbon.",8,20
POI1156,LIS,Museu Geológico,museum,38.713107,-9.149755,120,1,4.1,"Museu Geológico is a building in Portugal, in Lisbon.",10,18
POI1157,LIS,Capela de São Sebastião,religion,38.77202,-9.173916,30,0,4.1,"Capela de São Sebastião is a building in Lisbon, Lisbon District, Portugal.",7,19
POI1158,LIS,Coliseu dos Recreios,culture,38.716637,-9.140282,90,1,4.2,"Coliseu dos Recreios is a multi-purpose auditiorium in Lisbon, Portugal.",9,20
POI1159,LIS,Jardim Botânico de Lisboa,nature,38.718513,-9.148894,90,0,4.2,"Jardim Botânico de Lisboa is a cultural heritage monument in Lisboa, Portugal, in Lisbon.",9,20
POI1160,LIS,Bar Charh,nightlife,38.735258,-9.155513,120,1,4.0,A lively nightlife spot in Lisbon.,18,2
POI1161,LIS,Churrasqueira do Zambujal,food,38.738078,-9.2107,60,1,4.0,A well-regarded food destination in Lisbon.,10,23
POI1162,LIS,Muji,shopping,38.71195,-9.139724,60,1,4.0,A popular shopping spot in Lisbon.,10,21
POI1163,LIS,Santo António,history,38.753108,-9.143979,60,0,4.1,"Santo António is a statue in Lisbon, by António Duarte (1972).",8,19
POI1164,LIS,Torre de Belém,landmark,38.691602,-9.215919,60,1,4.5,"Torre de Belém is a fortified tower located in the civil parish of Santa Maria de Belém in the municipality of Lisbon, Portugal.",10,17
POI1165,LIS,Museu Nacional de Arqueologia,museum,38.697366,-9.207079,120,1,4.3,"Museu Nacional de Arqueologia is a building in Lisbon, Lisbon District, Portugal.",10,18
POI1166,LIS,Capela do Vale de Santo António,religion,38.71856,-9.123029,30,0,4.0,A historic place of worship in Lisbon.,7,19
POI1167,LIS,Teatro da Trindade,culture,38.711856,-9.142573,90,1,4.2,"Teatro da Trindade is a building in Lisbon, Portugal.",9,20
POI1168,LIS,Jardim Cesário Verde,nature,38.732616,-9.140751,90,0,4.1,A green space in Lisbon.,0,24
POI1169,LIS,Incógnito,nightlife,38.710767,-9.150902,120,1,4.0,A lively nightlife spot in Lisbon.,18,2
POI1170,LIS,Flor do Zambujal II,food,38.738161,-9.210712,60,1,4.0,A well-regarded food destination in Lisbon.,10,23
POI1171,LIS,O Faraó,shopping,38.679883,-9.156064,60,1,4.0,A popular shopping spot in Lisbon.,10,20
POI1172,LIS,José Pinto Peixoto,history,38.757237,-9.155697,60,0,4.0,José Pinto Peixoto is a statue of José Pinto Peixoto in Lisbon.,8,19
POI1173,LIS,Arco do Triunfo da Rua Augusta,landmark,38.708438,-9.136817,60,1,4.3,"Arco do Triunfo da Rua Augusta is a triumphal arch, in Lisbon.",8,20
POI1174,LIS,Lisboa Story Center,museum,38.707733,-9.135286,120,1,4.1,A notable museum in Lisbon.,9,18
POI1175,LIS,Ermida do Senhor Jesus dos Terramotos,religion,38.721715,-9.16784,30,0,4.0,A historic place of worship in Lisbon.,7,19
POI1176,LIS,Tivoli,culture,38.720477,-9.144949,90,1,4.0,A cultural venue in Lisbon.,9,20
POI1177,LIS,Jardim Constantino,nature,38.731006,-9.137293,90,0,4.1,"Jardim Constantino is a garden in Arroios, Portugal, in Lisbon.",0,24
POI1178,LIS,Bicaense,nightlife,38.71,-9.145181,120,1,4.0,A lively nightlife spot in Lisbon.,18,2
POI1179,LIS,Mercado Agrobio,food,38.743303,-9.146323,60,1,4.0,A well-regarded food destination in Lisbon.,9,14
POI1180,LIS,Casa Yin Shihai,shopping,38.670089,-9.158405,60,1,4.0,A popular shopping spot in Lisbon.,10,20
POI1181,LIS,Lápides das Pedras Negras,history,38.710393,-9.134897,60,0,4.1,A historic site in Lisbon.,8,19
POI1182,LIS,Santuário Nacional de Cristo Rei,landmark,38.678602,-9.171338,60,1,4.3,"Santuário Nacional de Cristo Rei is a monument and Catholic shrine dedicated to the Sacred Heart of Jesus situated in Almada, Portugal, in Lisbon.",8,20
POI1183,LIS,Verso Branco,museum,38.708973,-9.149822,120,1,4.0,"Verso Branco is an art gallery, art shop and atelier in Lisbon, Portugal.",11,20
POI1184,LIS,Capela dos Castros,religion,38.741832,-9.18075,30,0,4.0,"Capela dos Castros is a building in Lisbon, Lisbon District, Portugal.",7,19
POI1185,LIS,Fábrica Braço de Prata,culture,38.743796,-9.101225,90,1,4.1,"Fábrica Braço de Prata is a defunct Portuguese weapons manufacturer, in Lisbon.",18,0
POI1186,LIS,Parque Oeste,nature,38.779383,-9.152805,90,0,4.1,A green space in Lisbon.,0,24
POI1187,LIS,O pai tirano,nightlife,38.709841,-9.146983,120,1,4.0,A lively nightlife spot in Lisbon.,18,2
POI1188,LIS,Feira da Ladra,food,38.715393,-9.125929,60,1,4.0,A well-regarded food destination in Lisbon.,9,18
POI1189,LIS,Centro Comercial Renovação,shopping,38.679713,-9.156607,60,1,4.0,A popular shopping spot in Lisbon.,10,20
POI1190,LIS,Padrão do Campo Pequeno,history,38.740059,-9.142034,60,0,4.0,A historic site in Lisbon.,8,19
POI1191,LIS,Aqueduto das Águas Livres,landmark,38.726058,-9.166676,60,1,4.3,"Aqueduto das Águas Livres is a historic aqueduct in Lisbon, Portugal.",8,20
POI1192,LIS,Museu da Marioneta,museum,38.708004,-9.155793,120,1,4.1,"Museu da Marioneta is a museum in Lisbon, Portugal.",10,18
POI1193,LIS,Convento de Santo Agostinho,religion,38.739904,-9.118002,30,0,4.1,"Convento de Santo Agostinho is a church building in Lisbon, Lisbon District, Portugal.",7,19
POI1194,LIS,Teatro de Carnide,culture,38.762116,-9.187005,90,1,4.1,A cultural venue in Lisbon.,9,20
POI1195,LIS,Parque Silva Porto,nature,38.748553,-9.204603,90,0,4.1,A green space in Lisbon.,0,24
POI1196,LIS,Oito Nove,nightlife,38.712093,-9.144644,120,1,4.0,A lively nightlife spot in Lisbon.,18,2
POI1197,LIS,Mercado São João,food,38.753775,-9.173226,60,1,4.0,A well-regarded food destination in Lisbon.,10,23
POI1198,LIS,Centro Comercial São João,shopping,38.679274,-9.156644,60,1,4.0,A popular shopping spot in Lisbon.,8,19
POI1199,LIS,Forte de Santa Apolónia,history,38.723527,-9.116769,60,0,4.1,"Forte de Santa Apolónia is a building in Lisbon, Lisbon District, Portugal.",8,19
POI1200,LIS,Palacete Nunes Correia,landmark,38.717399,-9.142364,60,1,4.0,A well-known landmark in Lisbon.,8,20
