poi_id,destination_id,name,category,lat,lon,avg_visit_minutes,price_level,popularity_score,description,open_hour,close_hour
POI0897,PRG,Josef Mánes,history,50.089755,14.414502,60,0,4.0,A historic site in Prague.,8,19
POI0898,PRG,svatý Petr a Pavel,religion,50.06442,14.41787,30,0,4.4,svatý Petr a Pavel is a church in Prague.,7,19
POI0899,PRG,Palladium,shopping,50.089461,14.429615,60,1,4.2,Palladium is a shopping mall in Prague.,7,24
POI0900,PRG,Divadlo Kámen,culture,50.095597,14.468466,90,1,4.1,"Divadlo Kámen is a theatre in Prague, Czech Republic.",9,20
POI0901,VIE,Mahnmal Morzinplatz,history,48.212989,16.374602,60,0,4.0,A historic site in Vienna.,8,19
POI0902,VIE,Obelisk,landmark,48.179992,16.316076,60,1,4.1,A well-known landmark in Vienna.,8,20
POI0903,VIE,Elisabethinen-Kirche,religion,48.205275,16.386718,30,0,4.1,"Elisabethinen-Kirche is a church, in Vienna.",7,19
POI0904,VIE,Schubertpark,nature,48.226413,16.339115,90,0,4.1,"Schubertpark is a cemetery in Währing, Austria, in Vienna.",0,24
POI0905,VIE,Oberes Belvedere,museum,48.191539,16.380903,120,1,4.0,"Oberes Belvedere is a Palace in Vienna, Austria.",10,18
POI0906,VIE,Burgtheater,culture,48.210313,16.361481,90,1,4.5,"Burgtheater is a state drama theatre in Vienna, Austria.",9,20
POI0907,VIE,Oststrand,beach,48.227808,16.433338,150,0,4.0,A popular beach in Vienna.,0,24
POI0908,VIE,Eden Bar,nightlife,48.207272,16.372786,120,1,4.1,"Eden Bar is a bar in Vienna, Austria.",18,2
POI0909,VIE,Meidlinger Markt,food,48.180672,16.333132,60,1,4.0,A well-regarded food destination in Vienna.,6,21
POI0910,VIE,Ringstraßen-Galerien,shopping,48.202172,16.372295,60,1,4.1,Ringstraßen-Galerien is a shopping mall in Vienna.,10,20
POI0911,VIE,Augustinbrunnen,history,48.205412,16.35135,60,0,4.1,"Augustinbrunnen is a water well, in Vienna.",8,19
POI0912,VIE,Denkmal der Republik,landmark,48.207003,16.359237,60,1,4.1,Denkmal der Republik is a Monument in Vienna.,8,20
POI0913,VIE,Schieferlkreuz,religion,48.172361,16.326909,30,0,4.1,A historic place of worship in Vienna.,7,19
POI0914,VIE,Augarten,nature,48.224502,16.376603,90,0,4.3,Augarten is a public park and baroque palace in Vienna.,7,17
POI0915,VIE,Secession,museum,48.200496,16.365783,120,1,4.4,"Secession is a historic exhibition hall in Vienna, Austria.",10,18
POI0916,VIE,Wiener Staatsoper,culture,48.203273,16.369211,90,1,4.5,"Wiener Staatsoper is an opera house in Vienna, Austria.",9,20
POI0917,VIE,Südstrand,beach,48.225542,16.432666,150,0,4.0,A popular beach in Vienna.,0,24
POI0918,VIE,Rupps,nightlife,48.184685,16.347469,120,1,4.0,A lively nightlife spot in Vienna.,18,2
POI0919,VIE,Karmelitermarkt,food,48.21755,16.376901,60,1,4.1,Karmelitermarkt is a market in Vienna.,10,23
POI0920,VIE,Gasometer A,shopping,48.185153,16.418406,60,1,4.0,A popular shopping spot in Vienna.,10,20
POI0921,VIE,Johann Strauß,history,48.203804,16.379166,60,0,4.2,"Johann Strauß is a monument in Vienna, Austria.",8,19
POI0922,VIE,Pietá,landmark,48.157599,16.316369,60,1,4.0,A well-known landmark in Vienna.,8,20
POI0923,VIE,Hofburgkapelle,religion,48.206592,16.365933,30,0,4.1,"Hofburgkapelle is a Chapel, Hofburg palace, Vienna.",10,14
POI0924,VIE,Japanischer Garten,nature,48.183629,16.302599,90,0,4.0,"Japanischer Garten is a Japanese style garden in Schönbrunn Palace in Vienna, Austria.",0,24
POI0925,VIE,Unteres Belvedere,museum,48.196743,16.379847,120,1,4.0,"Unteres Belvedere is a Palace in Austria, in Vienna.",10,18
POI0926,VIE,Rabenhof,culture,48.19582,16.401665,90,1,4.1,"Rabenhof is a building in Vienna, Austria.",9,20
POI0927,VIE,Weststrand,beach,48.231062,16.42824,150,0,4.0,A popular beach in Vienna.,0,24
POI0928,VIE,U4 Discothek,nightlife,48.183304,16.328165,120,1,4.1,"U4 Discothek is a nightclub in Vienna, Austria.",18,2
POI0929,VIE,Naschmarkt,food,48.198347,16.362579,60,1,4.3,"Naschmarkt is a square and market in Vienna, Austria.",10,23
POI0930,VIE,Westfield Donau Zentrum,shopping,48.242195,16.437611,60,1,4.2,"Westfield Donau Zentrum is a shopping mall in Vienna, Austria.",9,20
POI0931,VIE,Mozart-Denkmal,history,48.204085,16.364761,60,0,4.3,Mozart-Denkmal is a monument in Vienna.,8,19
POI0932,VIE,hl. Johannes Nepomuk,landmark,48.251833,16.321984,60,1,4.0,A well-known landmark in Vienna.,8,20
POI0933,VIE,Waldandacht,religion,48.2542,16.280283,30,0,4.0,A historic place of worship in Vienna.,7,19
POI0934,VIE,Belvedere,nature,48.193282,16.380508,90,0,4.5,"Belvedere is a building complex that includes two Baroque palaces in Vienna, Austria.",0,24
POI0935,VIE,Geymüllerschlössel,museum,48.243778,16.307319,120,1,4.1,"Geymüllerschlössel is a small palace situated in Pötzleinsdorf, near Vienna, Austria.",10,18
POI0936,VIE,Metropol,culture,48.217006,16.33422,90,1,4.1,"Metropol is a theatre in Hernals, Vienna, Austria.",9,20
POI0937,VIE,Pirat Bucht,beach,48.216177,16.432258,150,0,4.0,A popular beach in Vienna.,0,24
POI0938,VIE,Loosbar,nightlife,48.207161,16.371203,120,1,4.1,"Loosbar is an architectural structure, in Vienna.",12,4
POI0939,VIE,Rochusmarkt,food,48.202709,16.390793,60,1,4.1,A well-regarded food destination in Vienna.,6,19
POI0940,VIE,Donauplex,shopping,48.242036,16.433318,60,1,4.0,"Donauplex is an IMAX theater, in Vienna.",10,20
POI0941,VIE,Goethe,history,48.203391,16.366141,60,0,4.1,"Goethe is an architectural structure, in Vienna.",8,19
POI0942,VIE,Penzinger Lichtsäule,landmark,48.191967,16.301771,60,1,4.0,A well-known landmark in Vienna.,8,20
POI0943,VIE,St. Leopold,religion,48.218929,16.379341,30,0,4.1,"St. Leopold is a parish church, in Vienna.",7,19
POI0944,VIE,Rathauspark,nature,48.210586,16.359386,90,0,4.2,Rathauspark is a park in Vienna.,0,24
POI0945,VIE,Klimt-Villa,museum,48.188551,16.283032,120,1,4.1,"Klimt-Villa is a building in Hietzing, Austria, in Vienna.",10,18
POI0946,VIE,Theater im Zentrum,culture,48.207203,16.372964,90,1,4.1,"Theater im Zentrum is a theatre in Vienna, Austria.",9,20
POI0947,VIE,Arena Beach,beach,48.222769,16.421771,150,0,4.0,A popular beach in Vienna.,0,24
POI0948,VIE,Flex,nightlife,48.217772,16.370884,120,1,4.1,Flex is a nightclub in Vienna.,23,6
POI0949,VIE,Hannovermarkt,food,48.231829,16.368829,60,1,4.1,A well-regarded food destination in Vienna.,10,23
POI0950,VIE,Stadion Center,shopping,48.209729,16.422794,60,1,4.1,A popular shopping spot in Vienna.,9,19
POI0951,VIE,Friedrich Schiller,history,48.20211,16.365494,60,0,4.1,A historic site in Vienna.,8,19
POI0952,VIE,Figur hl. Florian,landmark,48.149583,16.34726,60,1,4.0,A well-known landmark in Vienna.,8,20
POI0953,VIE,Johannes-Nepomuk-Kapelle,religion,48.225718,16.38372,30,0,4.1,"Johannes-Nepomuk-Kapelle is a church building in Leopoldstadt, Austria, in Vienna.",7,19
POI0954,VIE,Rothschildgarten,nature,48.25187,16.358674,90,0,4.1,A green space in Vienna.,0,24
POI0955,VIE,Otto Wagner Hofpavillon Hietzing,museum,48.187522,16.305984,120,1,4.2,"Otto Wagner Hofpavillon Hietzing is a building in Vienna, Austria.",10,13
POI0956,VIE,Schönbrunner Schlosstheater,culture,48.186689,16.312109,90,1,4.1,Schönbrunner Schlosstheater is a stage at the Schönbrunn Palace in Vienna.,9,20
POI0957,VIE,FKK Bereich Wienerberg - Naturistenstrand,beach,48.161974,16.351305,150,0,4.0,A popular beach in Vienna.,0,24
POI0958,VIE,Flucc,nightlife,48.21773,16.393192,120,1,4.0,Flucc is a nightclub in Vienna.,20,6
POI0959,VIE,Meiselmarkt,food,48.198348,16.319824,60,1,4.1,"Meiselmarkt is a Markt in Wien, in Vienna.",6,20
POI0960,VIE,Q19 Einkaufsquartier Döbling,shopping,48.253736,16.367625,60,1,4.1,"Q19 Einkaufsquartier Döbling is a building in Vienna, Austria.",9,19
POI0961,VIE,Karl-Kantner-Denkmal,history,48.213959,16.304809,60,0,4.0,"Karl-Kantner-Denkmal is a memorial in Vienna, Austria.",8,19
POI0962,VIE,Heiliger Johannes von Nepomuk,landmark,48.219595,16.368323,60,1,4.0,A well-known landmark in Vienna.,8,20
POI0963,VIE,Schottenkirche,religion,48.212014,16.364985,30,0,4.2,Schottenkirche is a parish church in Vienna.,7,19
POI0964,VIE,Bruno-Kreisky-Park,nature,48.187985,16.343742,90,0,4.1,"Bruno-Kreisky-Park is a park in Margareten, Austria, in Vienna.",0,24
POI0965,VIE,Winterpalais,museum,48.205396,16.372898,120,1,4.3,"Winterpalais is a building in Innere Stadt, Austria, in Vienna.",10,18
POI0966,VIE,Kammerspiele,culture,48.211105,16.375983,90,1,4.1,"Kammerspiele is a theater in Vienna, Austria.",9,20
POI0967,VIE,Familienstrand an der Neuen Donau,beach,48.243212,16.396367,150,0,4.0,A popular beach in Vienna.,0,24
POI0968,VIE,Café Anno,nightlife,48.208016,16.341797,120,1,4.0,A lively nightlife spot in Vienna.,18,2
POI0969,VIE,Schwendermarkt,food,48.191016,16.326665,60,1,4.1,"Schwendermarkt is a market and marketplace in Vienna, Austria.",6,21
POI0970,VIE,Zentrum Simmering,shopping,48.173165,16.416095,60,1,4.1,Zentrum Simmering is a shopping mall in Vienna.,9,19
POI0971,VIE,Liebenberg Denkmal,history,48.212545,16.361721,60,0,4.1,A historic site in Vienna.,8,19
POI0972,VIE,Beschornerkreuz,landmark,48.167105,16.38126,60,1,4.1,A well-known landmark in Vienna.,8,20
POI0973,VIE,St. Thomas Morus,religion,48.23729,16.298869,30,0,4.1,"St. Thomas Morus is a church building in Hernals, Austria, in Vienna.",7,19
POI0974,VIE,Alois-Drasche-Park,nature,48.18642,16.36786,90,0,4.1,"Alois-Drasche-Park is a park in Vienna, Austria.",0,24
POI0975,VIE,Albertina,museum,48.204636,16.368261,120,1,4.5,"Albertina is an art museum in Vienna, Austria.",10,18
POI0976,VIE,Renaissancetheater,culture,48.201372,16.349214,90,1,4.0,"Renaissancetheater is a theatre in Vienna, Austria.",9,20
POI0977,VIE,Café Amadeus,nightlife,48.200688,16.336473,120,1,4.0,A lively nightlife spot in Vienna.,17,23
POI0978,VIE,Palais Freiluft,food,48.207694,16.354593,60,1,4.0,A well-regarded food destination in Vienna.,15,22
POI0979,VIE,Gerngross,shopping,48.20002,16.353255,60,1,4.1,"Gerngross is a department store, in Vienna.",9,19
POI0980,VIE,Kaiserin Elisabeth Denkmal,history,48.209416,16.361842,60,0,4.0,A historic site in Vienna.,8,19
POI0981,VIE,Hesser-Denkmal,landmark,48.198568,16.338578,60,1,4.1,"Hesser-Denkmal is a monument in Neubau, Austria, in Vienna.",8,20
POI0982,VIE,Atzgersdorfer Pfarrkirche hl. Katharina,religion,48.14744,16.294468,30,0,4.1,"Atzgersdorfer Pfarrkirche hl. Katharina is a church building in Liesing, Austria, in Vienna.",7,19
POI0983,VIE,Waldmüllerpark,nature,48.180524,16.365599,90,0,4.1,"Waldmüllerpark is a cemetery, in Vienna.",0,24
POI0984,VIE,Bank Austria Kunstforum,museum,48.211441,16.366258,120,1,4.1,"Bank Austria Kunstforum is a museum and art gallery, in Vienna.",10,19
POI0985,VIE,Kammeroper,culture,48.209995,16.377879,90,1,4.2,"Kammeroper is a building in Vienna, Austria.",9,20
POI0986,VIE,Shebeen,nightlife,48.206374,16.348949,120,1,4.0,A lively nightlife spot in Vienna.,15,0
POI0987,VIE,Bau-Portal-Gläser,food,48.221885,16.36473,60,1,4.0,A well-regarded food destination in Vienna.,8,14
POI0988,VIE,Steffl,shopping,48.206402,16.372143,60,1,4.2,"Steffl is a department store in WIen, in Vienna.",10,20
POI0989,VIE,Johann Strauß Vater / Joseph Lanner,history,48.209205,16.358486,60,0,4.0,A historic site in Vienna.,8,19
POI0990,VIE,Hl. Johannes von Nepomuk (Statue),landmark,48.190419,16.321055,60,1,4.0,"Hl. Johannes von Nepomuk (Statue) is a monument in Winckelmannstraße, Rudolfsheim-Fünfhaus, Austria, in Vienna.",8,20
POI0991,VIE,St. Anna Kapelle,religion,48.233461,16.291426,30,0,4.1,"St. Anna Kapelle is a church building in Hernals, Austria, in Vienna.",7,19
POI0992,VIE,Sigmund-Freud-Park,nature,48.214892,16.360473,90,0,4.0,"Sigmund-Freud-Park is a park in Alsergrund, Austria, in Vienna.",0,24
POI0993,VIE,Architekturzentrum Wien,museum,48.204179,16.357616,120,1,4.3,Architekturzentrum Wien is a museum in Vienna.,10,19
POI0994,VIE,Theater Drachengasse,culture,48.210033,16.377734,90,1,4.1,"Theater Drachengasse is a building in Vienna, Austria.",9,20
POI0995,VIE,Sing Your Song Karaoke,nightlife,48.202584,16.363817,120,1,4.0,A lively nightlife spot in Vienna.,20,2
POI0996,VIE,Ostermarkt Schloß Schönbrunn,food,48.186068,16.31354,60,1,4.0,A well-regarded food destination in Vienna.,10,23
POI0997,VIE,CITYGATE,shopping,48.264128,16.453118,60,1,4.0,"CITYGATE is a Shopping mall in Vienna, Austria.",7,21
POI0998,VIE,Dr. Karl Renner,history,48.208966,16.359679,60,0,4.0,"Dr. Karl Renner is a monument in Innere Stadt, Austria, in Vienna.",8,19
POI0999,VIE,Carl Freiherr Auer von Welsbach,landmark,48.220304,16.356502,60,1,4.0,"Carl Freiherr Auer von Welsbach is a monument in Alsergrund, Austria, in Vienna.",8,20
POI1000,VIE,St. Paul,religion,48.242401,16.350209,30,0,4.1,"St. Paul is a parish church, in Vienna.",7,19
POI1001,VIE,Volksgarten,nature,48.20805,16.361728,90,0,4.3,"Volksgarten is an urban park in Vienna, Austria.",0,24
POI1002,VIE,Pfadfindermuseum,museum,48.199936,16.325881,120,1,4.0,"Pfadfindermuseum is a Scouting museum and archive in Vienna, Austria.",17,21
POI1003,VIE,Ateliertheater,culture,48.204199,16.347074,90,1,4.1,"Ateliertheater is a building in Vienna, Austria.",9,20
POI1004,VIE,Jazzclub ZWE,nightlife,48.216291,16.374826,120,1,4.0,A lively nightlife spot in Vienna.,18,2
POI1005,VIE,Servitenmarkt,food,48.220681,16.364097,60,1,4.0,A well-regarded food destination in Vienna.,9,18
POI1006,VIE,Galerie Wieden,shopping,48.189619,16.365092,60,1,4.0,A popular shopping spot in Vienna.,10,20
POI1007,VIE,Gotthold Ephraim Lessing,history,48.211527,16.369845,60,0,4.0,"Gotthold Ephraim Lessing is a monument in Innere Stadt, Austria, in Vienna.",8,19
POI1008,VIE,St. Augustinus,landmark,48.162996,16.322167,60,1,4.0,A well-known landmark in Vienna.,8,20
POI1009,VIE,Erlöserkirche Endresstraße,religion,48.147318,16.28265,30,0,4.1,"Erlöserkirche Endresstraße is a parish church, in Vienna.",7,19
POI1010,VIE,Burggarten,nature,48.204389,16.365795,90,0,4.2,Burggarten is a park in Vienna.,0,24
POI1011,VIE,Jüdisches Museum Wien,museum,48.20713,16.369293,120,1,4.2,"Jüdisches Museum Wien is a museum in Vienna, Austria dedicated to Jewish history, culture and religion.",10,18
POI1012,VIE,Theater Akzent,culture,48.192225,16.375008,90,1,4.1,"Theater Akzent is a building in Vienna, Austria.",9,20
POI1013,VIE,Cafe Stadtbahn,nightlife,48.23046,16.328522,120,1,4.0,A lively nightlife spot in Vienna.,19,2
POI1014,VIE,Food Plaza,food,48.240279,16.385493,60,1,4.0,A well-regarded food destination in Vienna.,10,23
POI1015,VIE,Dorotheum,shopping,48.175883,16.330439,60,1,4.0,A popular shopping spot in Vienna.,8,19
POI1016,VIE,Theodor-Hermann-von-Leschetizky-Bank,history,48.235927,16.335509,60,0,4.0,A historic site in Vienna.,8,19
POI1017,VIE,Hl. Johannes von Nepomuk,landmark,48.149412,16.352964,60,1,4.0,"Hl. Johannes von Nepomuk is a statue in Liesing, Austria, in Vienna.",8,20
POI1018,VIE,Maria-Loretto-Kirche,religion,48.2697,16.385517,30,0,4.1,"Maria-Loretto-Kirche is a church building in Vienna, Austria.",7,19
POI1019,VIE,Grete-Rehor-Park,nature,48.206927,16.35833,90,0,4.0,"Grete-Rehor-Park is a park in Innere Stadt, Austria, in Vienna.",0,24
POI1020,VIE,Wiener Kriminalmuseum,museum,48.218225,16.378488,120,1,4.1,"Wiener Kriminalmuseum is a museum in Austria, in Vienna.",10,17
POI1021,VIE,Kosmos Theater,culture,48.202354,16.351337,90,1,4.1,"Kosmos Theater is a building in Vienna, Austria.",9,20
POI1022,VIE,Schlupfwinkel,nightlife,48.193207,16.36283,120,1,4.0,A lively nightlife spot in Vienna.,17,1
POI1023,VIE,Gleis//Garten,food,48.179308,16.347133,60,1,4.0,A well-regarded food destination in Vienna.,16,24
POI1024,VIE,Woolworth,shopping,48.199388,16.352363,60,1,4.0,A popular shopping spot in Vienna.,10,20
POI1025,VIE,Guttenberg-Denkmal,history,48.235858,16.334911,60,0,4.0,"Guttenberg-Denkmal is a monument in Währing, Austria, in Vienna.",8,19
POI1026,VIE,Schmerber Kreuz,landmark,48.149686,16.406016,60,1,4.1,"Schmerber Kreuz is a wayside cross in Vienna, Austria.",8,20
POI1027,VIE,(ehem.) Fieberkreuz,religion,48.151137,16.292352,30,0,4.0,A historic place of worship in Vienna.,7,19
POI1028,VIE,Schweizergarten,nature,48.186125,16.386213,90,0,4.1,"Schweizergarten is a park in Vienna, Austria.",0,24
POI1029,VIE,Bezirksmuseum Hernals,museum,48.217968,16.333013,120,1,4.1,"Bezirksmuseum Hernals is a museum in Austria, in Vienna.",16,20
POI1030,VIE,MuTh Konzertsaal der Wiener Sängerknaben,culture,48.22007,16.380019,90,1,4.1,"MuTh Konzertsaal der Wiener Sängerknaben is a building in Vienna, Austria.",9,20
POI1031,VIE,Wilde Ehe,nightlife,48.224235,16.344437,120,1,4.0,A lively nightlife spot in Vienna.,16,24
POI1032,VIE,4OH!4,food,48.185212,16.381738,60,1,4.0,A well-regarded food destination in Vienna.,7,15
POI1033,VIE,TK Maxx,shopping,48.197892,16.349423,60,1,4.0,A popular shopping spot in Vienna.,9,21
POI1034,VIE,Kriegergedenkstein,history,48.235606,16.334701,60,0,4.0,A historic site in Vienna.,8,19
POI1035,VIE,Deserteursdenkmal,landmark,48.208072,16.363344,60,1,4.1,A well-known landmark in Vienna.,8,20
POI1036,VIE,Salesianerinnenkirche,religion,48.195878,16.381671,30,0,4.1,"Salesianerinnenkirche is a church building in Landstraße, Austria, in Vienna.",7,19
POI1037,VIE,Josef-Strauß-Park,nature,48.207598,16.340577,90,0,4.0,"Josef-Strauß-Park is a park in Neubau, Austria, in Vienna.",0,24
POI1038,VIE,Viktor-Frankl-Museum,museum,48.215771,16.3508,120,1,4.0,"Viktor-Frankl-Museum is a museum in Austria, in Vienna.",13,18
POI1039,VIE,Porgy & Bess,culture,48.206801,16.376589,90,1,4.1,Porgy & Bess is an Austrian jazz and music venue in Vienna.,9,20
POI1040,VIE,BackBone Irish Pub,nightlife,48.204413,16.343262,120,1,4.0,A lively nightlife spot in Vienna.,17,18
POI1041,VIE,Bauernmarkt Margareten,food,48.191922,16.358784,60,1,4.0,A well-regarded food destination in Vienna.,8,18
POI1042,VIE,Manufactum Warenhaus,shopping,48.210559,16.367442,60,1,4.0,A popular shopping spot in Vienna.,10,19
POI1043,VIE,Kosakendenkmal,history,48.235557,16.334064,60,0,4.0,"Kosakendenkmal is a monument in Währing, Austria, in Vienna.",8,19
POI1044,VIE,Hendlkreuz,landmark,48.163177,16.392104,60,1,4.1,A well-known landmark in Vienna.,8,20
POI1045,VIE,Deutschordenskirche St. Elisabeth,religion,48.207596,16.373399,30,0,4.2,"Deutschordenskirche St. Elisabeth is a church in Vienna, Austria.",7,19
POI1046,VIE,Lore-Segal-Park,nature,48.211067,16.345408,90,0,4.1,Lore-Segal-Park is a park in Vienna.,0,24
POI1047,VIE,Bezirksmuseum Mariahilf,museum,48.19377,16.352734,120,0,4.1,"Bezirksmuseum Mariahilf is a museum in Austria, in Vienna.",10,12
POI1048,VIE,Kabarett Simpl,culture,48.207625,16.37847,90,1,4.1,"Kabarett Simpl is a building in Vienna, Austria.",9,20
POI1049,VIE,Club tresor,nightlife,48.197686,16.360426,120,1,4.0,A lively nightlife spot in Vienna.,18,2
POI1050,VIE,Seewinkler Bio Gemüse,food,48.213851,16.33512,60,1,4.0,A well-regarded food destination in Vienna.,8,12
POI1051,LIS,Primeira Travessia Aérea do Atlântico Sul,history,38.692212,-9.213938,60,0,4.1,A historic site in Lisbon.,8,19
POI1052,LIS,Pelourinho de Lisboa,landmark,38.708036,-9.139196,60,1,4.2,"Pelourinho de Lisboa is a pillory in Lisboa, Portugal, in Lisbon.",8,20
POI1053,LIS,Reservatório da Patriarcal,museum,38.716176,-9.148721,120,1,4.1,A notable museum in Lisbon.,9,18
POI1054,LIS,Igreja de São Domingos,religion,38.714637,-9.138234,30,0,4.3,"Igreja de São Domingos is a church building in Lisbon, Lisbon District, Portugal.",7,19
POI1055,LIS,Teatro Nacional Dona Maria II,culture,38.714779,-9.139771,90,1,4.3,"Teatro Nacional Dona Maria II is a dramatic theatre in Lisbon, Portugal.",9,20
POI1056,LIS,Quinta do Monte do Carmo,nature,38.700659,-9.188306,90,0,4.0,"Quinta do Monte do Carmo is a cultural heritage monument in Lisboa, Portugal, in Lisbon.",0,24
POI1057,LIS,Prainha do Porto Brandão,beach,38.677265,-9.207271,150,0,4.0,A popular beach in Lisbon.,0,24
POI1058,LIS,Cervejaria Solmar (Fechada),nightlife,38.716897,-9.141017,120,1,4.0,A lively nightlife spot in Lisbon.,18,2
POI1059,LIS,Mercado da Ribeira,food,38.707061,-9.145693,60,1,4.2,"Mercado da Ribeira is a marketplace, in Lisbon.",10,0
POI1060,LIS,Centro Comercial Colombo,shopping,38.754758,-9.188668,60,1,4.2,"Centro Comercial Colombo is a shopping center in Lisbon, Portugal.",9,24
POI1061,LIS,Chiado (António Ribeiro),history,38.7105,-9.14222,60,0,4.1,"Chiado (António Ribeiro) is a monument in Lisbon, Portugal.",8,19
POI1062,LIS,Arco do Rosário,landmark,38.710062,-9.129365,60,1,4.1,A well-known landmark in Lisbon.,8,20
POI1063,LIS,Reservatório da Mãe d'Água das Amoreiras,museum,38.721266,-9.155687,120,1,4.1,"Reservatório da Mãe d'Água das Amoreiras is a historic reservoir in Lisbon, Portugal.",10,12
POI1064,LIS,Igreja do Convento de Santa Maria do Carmo,religion,38.712186,-9.140261,30,0,4.0,A historic place of worship in Lisbon.,7,19
POI1065,LIS,Teatro Thalia,culture,38.745004,-9.169312,90,1,4.1,"Teatro Thalia is a building in Lisbon, Lisbon District, Portugal.",9,20
POI1066,LIS,Jardim Botânico da Ajuda,nature,38.706216,-9.200812,90,0,4.2,A green space in Lisbon.,0,24
POI1067,LIS,Praia do Portinho da Costa,beach,38.675184,-9.220154,150,0,4.0,A popular beach in Lisbon.,0,24
POI1068,LIS,Botequim,nightlife,38.715987,-9.130498,120,1,4.0,A lively nightlife spot in Lisbon.,11,2
POI1069,LIS,Mercado de Santa Clara,food,38.715533,-9.125612,60,1,4.1,Mercado de Santa Clara is a market in Lisbon.,10,18
POI1070,LIS,Armazéns do Chiado,shopping,38.710988,-9.139325,60,1,4.1,"Armazéns do Chiado is a building in Santa Maria Maior, Lisbon District, Portugal.",10,23
POI1071,LIS,Fernando Pessoa,history,38.710624,-9.142108,60,0,4.1,"Fernando Pessoa is a statue in Lisbon, Portugal.",8,19
POI1072,LIS,Martinho da Arcada,landmark,38.708689,-9.135848,60,1,4.1,"Martinho da Arcada is a café in Lisbon, Portugal.",7,23
POI1073,LIS,Palácio Foz,museum,38.71579,-9.142561,120,1,4.1,"Palácio Foz is a cultural heritage monument in Lisboa, Portugal, in Lisbon.",9,18
POI1074,LIS,Igreja da Conceição Velha,religion,38.70889,-9.134196,30,0,4.2,"Igreja da Conceição Velha is a church in Lisbon, Portugal.",9,17
POI1075,LIS,Teatro Ibérico,culture,38.726741,-9.111988,90,1,4.1,A cultural venue in Lisbon.,9,20
POI1076,LIS,Jardim do Alto de Santa Catarina,nature,38.709538,-9.14768,90,0,4.1,A green space in Lisbon.,0,24
POI1077,LIS,Praia do Clube Naval,beach,38.658882,-9.092031,150,0,4.0,A popular beach in Lisbon.,0,24
POI1078,LIS,Maria Caxuxa,nightlife,38.711163,-9.144436,120,1,4.0,A lively nightlife spot in Lisbon.,18,2
POI1079,LIS,Mercado de Arroios,food,38.735242,-9.132663,60,1,4.0,A well-regarded food destination in Lisbon.,7,14
POI1080,LIS,Saldanha Residence,shopping,38.732045,-9.145274,60,1,4.0,"Saldanha Residence is a shopping center in Lisbon, Portugal.",10,22
POI1081,LIS,Lisboa - Aos Construtores da Cidade,history,38.743516,-9.098812,60,0,4.0,A historic site in Lisbon.,8,19
POI1082,LIS,Mausoléu de Alfredo da Silva,landmark,38.666012,-9.067196,60,1,4.0,A well-known landmark in Lisbon.,8,20
POI1083,LIS,Fundação Ricardo do Espírito Santo Silva,museum,38.712025,-9.130535,120,1,4.0,A notable museum in Lisbon.,10,17
POI1084,LIS,Igreja do Corpo Santo,religion,38.707245,-9.142386,30,0,4.1,Igreja do Corpo Santo is a church in Lisbon.,7,19
POI1085,LIS,Teatro Maria Matos,culture,38.745956,-9.138526,90,1,4.2,"Teatro Maria Matos is a theater in Lisbon, Portugal.",9,20
POI1086,LIS,Jardim Vasco da Gama,nature,38.696284,-9.203194,90,0,4.2,A green space in Lisbon.,0,24
POI1087,LIS,Praia da Mutela,beach,38.673049,-9.149778,150,0,4.0,A popular beach in Lisbon.,0,24
POI1088,LIS,Xafarix,nightlife,38.708997,-9.153719,120,1,4.0,"Xafarix is a pub in Lisbon, Portugal.",18,2
POI1089,LIS,Mercado do Bairro de Santos,food,38.743024,-9.158418,60,1,4.0,A well-regarded food destination in Lisbon.,10,23
POI1090,LIS,Atrium Saldanha,shopping,38.73284,-9.144694,60,1,4.1,"Atrium Saldanha is a shopping center in Lisbon, Portugal.",10,23
POI1091,LIS,Luís de Camões,history,38.710574,-9.143478,60,0,4.1,Luís de Camões is a monument in Lisbon.,8,19
POI1092,LIS,Leitaria A Camponeza,landmark,38.71174,-9.138598,60,1,4.0,"Leitaria A Camponeza is a grocery store in Lisbon, Portugal.",19,23
POI1093,LIS,Museu Nacional de Arte Antiga,museum,38.704784,-9.161447,120,1,4.4,"Museu Nacional de Arte Antiga is a museum in Lisboa, Portugal, in Lisbon.",10,18
POI1094,LIS,Igreja do Menino Deus,religion,38.713644,-9.131465,30,0,4.2,Igreja do Menino Deus is a church in Lisbon.,7,19
POI1095,LIS,Culturgest,culture,38.740949,-9.142605,90,1,4.1,"Culturgest is a foundation at Lisbon, Lisbon District, Portugal.",11,18
POI1096,LIS,Jardim Afonso de Albuquerque,nature,38.696637,-9.200275,90,0,4.1,"Jardim Afonso de Albuquerque is a garden in Belém, Portugal, in Lisbon.",0,24
POI1097,LIS,British Bar,nightlife,38.706901,-9.143178,120,1,4.0,"British Bar is a pub in Lisbon, Portugal.",18,2
POI1098,LIS,Mercado de Campo de Ourique,food,38.716143,-9.166779,60,1,4.1,A well-regarded food destination in Lisbon.,10,0
POI1099,LIS,Espaço Chiado,shopping,38.711258,-9.142597,60,1,4.1,"Espaço Chiado is a building in Lisbon, Lisbon District, Portugal.",10,20
POI1100,LIS,Muralha Fernandina,history,38.711427,-9.142589,60,0,4.0,"Muralha Fernandina is a medieval city wall in Lisbon, Portugal (14th century).",8,19
