poi_id,day,hour,busy,source
POI0001,Mo,6,0,gmaps
POI0001,Mo,7,0,gmaps
POI0001,Mo,8,0,gmaps
POI0001,Mo,9,17,gmaps
POI0001,Mo,10,28,gmaps
POI0001,Mo,11,38,gmaps
POI0001,Mo,12,44,gmaps
POI0001,Mo,13,47,gmaps
POI0001,Mo,14,50,gmaps
POI0001,Mo,15,51,gmaps
POI0001,Mo,16,53,gmaps
POI0001,Mo,17,55,gmaps
POI0001,Mo,18,57,gmaps
POI0001,Mo,19,62,gmaps
POI0001,Mo,20,65,gmaps
POI0001,Mo,21,63,gmaps
POI0001,Mo,22,51,gmaps
POI0001,Mo,23,0,gmaps
POI0001,Tu,6,0,gmaps
POI0001,Tu,7,0,gmaps
POI0001,Tu,8,0,gmaps
POI0001,Tu,9,17,gmaps
POI0001,Tu,10,29,gmaps
POI0001,Tu,11,40,gmaps
POI0001,Tu,12,46,gmaps
POI0001,Tu,13,50,gmaps
POI0001,Tu,14,52,gmaps
POI0001,Tu,15,54,gmaps
POI0001,Tu,16,56,gmaps
POI0001,Tu,17,58,gmaps
POI0001,Tu,18,61,gmaps
POI0001,Tu,19,65,gmaps
POI0001,Tu,20,67,gmaps
POI0001,Tu,21,65,gmaps
POI0001,Tu,22,53,gmaps
POI0001,Tu,23,0,gmaps
POI0001,We,6,0,gmaps
POI0001,We,7,0,gmaps
POI0001,We,8,0,gmaps
POI0001,We,9,16,gmaps
POI0001,We,10,26,gmaps
POI0001,We,11,35,gmaps
POI0001,We,12,40,gmaps
POI0001,We,13,43,gmaps
POI0001,We,14,46,gmaps
POI0001,We,15,49,gmaps
POI0001,We,16,51,gmaps
POI0001,We,17,53,gmaps
POI0001,We,18,55,gmaps
POI0001,We,19,60,gmaps
POI0001,We,20,65,gmaps
POI0001,We,21,66,gmaps
POI0001,We,22,56,gmaps
POI0001,We,23,0,gmaps
POI0001,Th,6,0,gmaps
POI0001,Th,7,0,gmaps
POI0001,Th,8,0,gmaps
POI0001,Th,9,17,gmaps
POI0001,Th,10,29,gmaps
POI0001,Th,11,40,gmaps
POI0001,Th,12,46,gmaps
POI0001,Th,13,49,gmaps
POI0001,Th,14,52,gmaps
POI0001,Th,15,55,gmaps
POI0001,Th,16,58,gmaps
POI0001,Th,17,61,gmaps
POI0001,Th,18,65,gmaps
POI0001,Th,19,70,gmaps
POI0001,Th,21,72,gmaps
POI0001,Th,22,59,gmaps
POI0001,Th,23,0,gmaps
POI0001,Fr,6,0,gmaps
POI0001,Fr,7,0,gmaps
POI0001,Fr,8,0,gmaps
POI0001,Fr,9,20,gmaps
POI0001,Fr,10,33,gmaps
POI0001,Fr,11,45,gmaps
POI0001,Fr,12,52,gmaps
POI0001,Fr,13,56,gmaps
POI0001,Fr,14,59,gmaps
POI0001,Fr,15,62,gmaps
POI0001,Fr,16,65,gmaps
POI0001,Fr,17,67,gmaps
POI0001,Fr,18,71,gmaps
POI0001,Fr,19,75,gmaps
POI0001,Fr,20,81,gmaps
POI0001,Fr,21,81,gmaps
POI0001,Fr,22,70,gmaps
POI0001,Fr,23,0,gmaps
POI0001,Sa,6,0,gmaps
POI0001,Sa,7,0,gmaps
POI0001,Sa,8,0,gmaps
POI0001,Sa,9,25,gmaps
POI0001,Sa,10,40,gmaps
POI0001,Sa,11,54,gmaps
POI0001,Sa,12,62,gmaps
POI0001,Sa,13,66,gmaps
POI0001,Sa,14,70,gmaps
POI0001,Sa,15,74,gmaps
POI0001,Sa,16,80,gmaps
POI0001,Sa,17,84,gmaps
POI0001,Sa,18,89,gmaps
POI0001,Sa,19,95,gmaps
POI0001,Sa,20,100,gmaps
POI0001,Sa,21,98,gmaps
POI0001,Sa,22,85,gmaps
POI0001,Sa,23,0,gmaps
POI0001,Su,6,0,gmaps
POI0001,Su,7,0,gmaps
POI0001,Su,8,0,gmaps
POI0001,Su,9,18,gmaps
POI0001,Su,10,31,gmaps
POI0001,Su,11,42,gmaps
POI0001,Su,12,49,gmaps
POI0001,Su,13,53,gmaps
POI0001,Su,14,56,gmaps
POI0001,Su,15,59,gmaps
POI0001,Su,16,61,gmaps
POI0001,Su,17,63,gmaps
POI0001,Su,18,65,gmaps
POI0001,Su,19,68,gmaps
POI0001,Su,20,71,gmaps
POI0001,Su,21,68,gmaps
POI0001,Su,22,55,gmaps
POI0001,Su,23,0,gmaps
POI0002,Mo,6,0,gmaps
POI0002,Mo,7,0,gmaps
POI0002,Mo,8,0,gmaps
POI0002,Mo,9,30,gmaps
POI0002,Mo,10,47,gmaps
POI0002,Mo,11,63,gmaps
POI0002,Mo,12,77,gmaps
POI0002,Mo,13,85,gmaps
POI0002,Mo,14,87,gmaps
POI0002,Mo,15,84,gmaps
POI0002,Mo,16,74,gmaps
POI0002,Mo,17,58,gmaps
POI0002,Mo,18,0,gmaps
POI0002,Mo,19,0,gmaps
POI0002,Mo,20,0,gmaps
POI0002,Mo,21,0,gmaps
POI0002,Mo,22,0,gmaps
POI0002,Mo,23,0,gmaps
POI0002,We,6,0,gmaps
POI0002,We,7,0,gmaps
POI0002,We,8,0,gmaps
POI0002,We,9,33,gmaps
POI0002,We,10,51,gmaps
POI0002,We,11,68,gmaps
POI0002,We,12,82,gmaps
POI0002,We,13,90,gmaps
POI0002,We,14,91,gmaps
POI0002,We,15,89,gmaps
POI0002,We,16,85,gmaps
POI0002,We,17,80,gmaps
POI0002,We,18,72,gmaps
POI0002,We,19,59,gmaps
POI0002,We,20,43,gmaps
POI0002,We,21,0,gmaps
POI0002,We,22,0,gmaps
POI0002,We,23,0,gmaps
POI0002,Th,6,0,gmaps
POI0002,Th,7,0,gmaps
POI0002,Th,8,0,gmaps
POI0002,Th,9,34,gmaps
POI0002,Th,10,52,gmaps
POI0002,Th,11,69,gmaps
POI0002,Th,12,79,gmaps
POI0002,Th,13,83,gmaps
POI0002,Th,14,84,gmaps
POI0002,Th,15,81,gmaps
POI0002,Th,16,73,gmaps
POI0002,Th,17,60,gmaps
POI0002,Th,18,0,gmaps
POI0002,Th,19,0,gmaps
POI0002,Th,20,0,gmaps
POI0002,Th,21,0,gmaps
POI0002,Th,22,0,gmaps
POI0002,Th,23,0,gmaps
POI0002,Fr,6,0,gmaps
POI0002,Fr,7,0,gmaps
POI0002,Fr,8,0,gmaps
POI0002,Fr,9,29,gmaps
POI0002,Fr,10,46,gmaps
POI0002,Fr,11,62,gmaps
POI0002,Fr,12,74,gmaps
POI0002,Fr,13,81,gmaps
POI0002,Fr,14,84,gmaps
POI0002,Fr,15,86,gmaps
POI0002,Fr,16,85,gmaps
POI0002,Fr,17,83,gmaps
POI0002,Fr,18,77,gmaps
POI0002,Fr,19,66,gmaps
POI0002,Fr,20,50,gmaps
POI0002,Fr,21,0,gmaps
POI0002,Fr,22,0,gmaps
POI0002,Fr,23,0,gmaps
POI0002,Sa,6,0,gmaps
POI0002,Sa,7,0,gmaps
POI0002,Sa,8,0,gmaps
POI0002,Sa,9,31,gmaps
POI0002,Sa,10,50,gmaps
POI0002,Sa,11,70,gmaps
POI0002,Sa,12,84,gmaps
POI0002,Sa,13,92,gmaps
POI0002,Sa,14,98,gmaps
POI0002,Sa,15,100,gmaps
POI0002,Sa,16,94,gmaps
POI0002,Sa,17,78,gmaps
POI0002,Sa,18,0,gmaps
POI0002,Sa,19,0,gmaps
POI0002,Sa,20,0,gmaps
POI0002,Sa,21,0,gmaps
POI0002,Sa,22,0,gmaps
POI0002,Sa,23,0,gmaps
POI0002,Su,6,0,gmaps
POI0002,Su,7,0,gmaps
POI0002,Su,8,0,gmaps
POI0002,Su,9,30,gmaps
POI0002,Su,10,47,gmaps
POI0002,Su,11,63,gmaps
POI0002,Su,12,73,gmaps
POI0002,Su,13,80,gmaps
POI0002,Su,14,83,gmaps
POI0002,Su,15,84,gmaps
POI0002,Su,16,78,gmaps
POI0002,Su,17,64,gmaps
POI0002,Su,18,0,gmaps
POI0002,Su,19,0,gmaps
POI0002,Su,20,0,gmaps
POI0002,Su,21,0,gmaps
POI0002,Su,22,0,gmaps
POI0002,Su,23,0,gmaps
POI0003,Mo,6,0,gmaps
POI0003,Mo,7,9,gmaps
POI0003,Mo,8,21,gmaps
POI0003,Mo,9,40,gmaps
POI0003,Mo,10,58,gmaps
POI0003,Mo,11,69,gmaps
POI0003,Mo,12,74,gmaps
POI0003,Mo,13,76,gmaps
POI0003,Mo,14,78,gmaps
POI0003,Mo,15,78,gmaps
POI0003,Mo,16,73,gmaps
POI0003,Mo,17,62,gmaps
POI0003,Mo,18,46,gmaps
POI0003,Mo,19,0,gmaps
POI0003,Mo,20,0,gmaps
POI0003,Mo,21,0,gmaps
POI0003,Mo,22,0,gmaps
POI0003,Mo,23,0,gmaps
POI0003,Tu,6,0,gmaps
POI0003,Tu,7,8,gmaps
POI0003,Tu,8,19,gmaps
POI0003,Tu,9,36,gmaps
POI0003,Tu,10,53,gmaps
POI0003,Tu,11,66,gmaps
POI0003,Tu,12,73,gmaps
POI0003,Tu,13,76,gmaps
POI0003,Tu,14,78,gmaps
POI0003,Tu,15,77,gmaps
POI0003,Tu,16,72,gmaps
POI0003,Tu,17,61,gmaps
POI0003,Tu,18,47,gmaps
POI0003,Tu,19,0,gmaps
POI0003,Tu,20,0,gmaps
POI0003,Tu,21,0,gmaps
POI0003,Tu,22,0,gmaps
POI0003,Tu,23,0,gmaps
POI0003,We,6,0,gmaps
POI0003,We,7,8,gmaps
POI0003,We,8,19,gmaps
POI0003,We,9,36,gmaps
POI0003,We,10,53,gmaps
POI0003,We,11,64,gmaps
POI0003,We,12,70,gmaps
POI0003,We,13,72,gmaps
POI0003,We,14,74,gmaps
POI0003,We,15,74,gmaps
POI0003,We,16,70,gmaps
POI0003,We,17,60,gmaps
POI0003,We,18,46,gmaps
POI0003,We,19,0,gmaps
POI0003,We,20,0,gmaps
POI0003,We,21,0,gmaps
POI0003,We,22,0,gmaps
POI0003,We,23,0,gmaps
POI0003,Th,6,0,gmaps
POI0003,Th,7,7,gmaps
POI0003,Th,8,19,gmaps
POI0003,Th,9,36,gmaps
POI0003,Th,10,53,gmaps
POI0003,Th,11,65,gmaps
POI0003,Th,12,72,gmaps
POI0003,Th,13,77,gmaps
POI0003,Th,14,82,gmaps
POI0003,Th,15,84,gmaps
POI0003,Th,16,80,gmaps
POI0003,Th,17,73,gmaps
POI0003,Th,18,65,gmaps
POI0003,Th,19,57,gmaps
POI0003,Th,21,33,gmaps
POI0003,Th,22,0,gmaps
POI0003,Th,23,0,gmaps
POI0003,Fr,6,0,gmaps
POI0003,Fr,7,8,gmaps
POI0003,Fr,8,21,gmaps
POI0003,Fr,9,40,gmaps
POI0003,Fr,10,59,gmaps
POI0003,Fr,11,73,gmaps
POI0003,Fr,12,79,gmaps
POI0003,Fr,13,83,gmaps
POI0003,Fr,14,85,gmaps
POI0003,Fr,15,87,gmaps
POI0003,Fr,16,84,gmaps
POI0003,Fr,17,74,gmaps
POI0003,Fr,18,57,gmaps
POI0003,Fr,19,0,gmaps
POI0003,Fr,20,0,gmaps
POI0003,Fr,21,0,gmaps
POI0003,Fr,22,0,gmaps
POI0003,Fr,23,0,gmaps
POI0003,Sa,6,0,gmaps
POI0003,Sa,7,0,gmaps
POI0003,Sa,8,21,gmaps
POI0003,Sa,9,43,gmaps
POI0003,Sa,10,64,gmaps
POI0003,Sa,11,78,gmaps
POI0003,Sa,12,84,gmaps
POI0003,Sa,13,89,gmaps
POI0003,Sa,14,95,gmaps
POI0003,Sa,15,100,gmaps
POI0003,Sa,16,99,gmaps
POI0003,Sa,17,91,gmaps
POI0003,Sa,18,75,gmaps
POI0003,Sa,19,54,gmaps
POI0003,Sa,20,0,gmaps
POI0003,Sa,21,0,gmaps
POI0003,Sa,22,0,gmaps
POI0003,Sa,23,0,gmaps
POI0003,Su,6,0,gmaps
POI0003,Su,7,0,gmaps
POI0003,Su,8,19,gmaps
POI0003,Su,9,35,gmaps
POI0003,Su,10,52,gmaps
POI0003,Su,11,64,gmaps
POI0003,Su,12,70,gmaps
POI0003,Su,13,76,gmaps
POI0003,Su,14,81,gmaps
POI0003,Su,15,85,gmaps
POI0003,Su,16,84,gmaps
POI0003,Su,17,77,gmaps
POI0003,Su,18,62,gmaps
POI0003,Su,19,42,gmaps
POI0003,Su,20,0,gmaps
POI0003,Su,21,0,gmaps
POI0003,Su,22,0,gmaps
POI0003,Su,23,0,gmaps
POI0007,Mo,6,0,gmaps
POI0007,Mo,7,0,gmaps
POI0007,Mo,8,0,gmaps
POI0007,Mo,9,16,gmaps
POI0007,Mo,10,24,gmaps
POI0007,Mo,11,30,gmaps
POI0007,Mo,12,34,gmaps
POI0007,Mo,13,36,gmaps
POI0007,Mo,14,39,gmaps
POI0007,Mo,15,42,gmaps
POI0007,Mo,16,44,gmaps
POI0007,Mo,17,46,gmaps
POI0007,Mo,18,49,gmaps
POI0007,Mo,19,55,gmaps
POI0007,Mo,20,64,gmaps
POI0007,Mo,21,71,gmaps
POI0007,Mo,22,75,gmaps
POI0007,Mo,23,0,gmaps
POI0007,Tu,6,0,gmaps
POI0007,Tu,7,0,gmaps
POI0007,Tu,8,0,gmaps
POI0007,Tu,9,14,gmaps
POI0007,Tu,10,22,gmaps
POI0007,Tu,11,28,gmaps
POI0007,Tu,12,32,gmaps
POI0007,Tu,13,35,gmaps
POI0007,Tu,14,40,gmaps
POI0007,Tu,15,43,gmaps
POI0007,Tu,16,45,gmaps
POI0007,Tu,17,44,gmaps
POI0007,Tu,18,49,gmaps
POI0007,Tu,19,55,gmaps
POI0007,Tu,20,66,gmaps
POI0007,Tu,21,71,gmaps
POI0007,Tu,22,73,gmaps
POI0007,Tu,23,0,gmaps
POI0007,We,6,0,gmaps
POI0007,We,7,0,gmaps
POI0007,We,8,0,gmaps
POI0007,We,9,14,gmaps
POI0007,We,10,21,gmaps
POI0007,We,11,26,gmaps
POI0007,We,12,30,gmaps
POI0007,We,13,32,gmaps
POI0007,We,14,34,gmaps
POI0007,We,15,37,gmaps
POI0007,We,16,39,gmaps
POI0007,We,17,44,gmaps
POI0007,We,18,49,gmaps
POI0007,We,19,55,gmaps
POI0007,We,20,65,gmaps
POI0007,We,21,72,gmaps
POI0007,We,22,75,gmaps
POI0007,We,23,0,gmaps
POI0007,Th,6,0,gmaps
POI0007,Th,7,0,gmaps
POI0007,Th,8,0,gmaps
POI0007,Th,9,15,gmaps
POI0007,Th,10,24,gmaps
POI0007,Th,11,30,gmaps
POI0007,Th,12,33,gmaps
POI0007,Th,13,35,gmaps
POI0007,Th,14,37,gmaps
POI0007,Th,15,40,gmaps
POI0007,Th,16,44,gmaps
POI0007,Th,17,49,gmaps
POI0007,Th,18,56,gmaps
POI0007,Th,19,63,gmaps
POI0007,Th,21,82,gmaps
POI0007,Th,22,89,gmaps
POI0007,Th,23,0,gmaps
POI0007,Fr,6,0,gmaps
POI0007,Fr,7,0,gmaps
POI0007,Fr,8,0,gmaps
POI0007,Fr,9,17,gmaps
POI0007,Fr,10,26,gmaps
POI0007,Fr,11,33,gmaps
POI0007,Fr,12,38,gmaps
POI0007,Fr,13,42,gmaps
POI0007,Fr,14,48,gmaps
POI0007,Fr,15,52,gmaps
POI0007,Fr,16,56,gmaps
POI0007,Fr,17,57,gmaps
POI0007,Fr,18,60,gmaps
POI0007,Fr,19,63,gmaps
POI0007,Fr,20,73,gmaps
POI0007,Fr,21,84,gmaps
POI0007,Fr,22,93,gmaps
POI0007,Fr,23,0,gmaps
POI0007,Sa,6,0,gmaps
POI0007,Sa,7,0,gmaps
POI0007,Sa,8,0,gmaps
POI0007,Sa,9,20,gmaps
POI0007,Sa,10,33,gmaps
POI0007,Sa,11,42,gmaps
POI0007,Sa,12,48,gmaps
POI0007,Sa,13,53,gmaps
POI0007,Sa,14,59,gmaps
POI0007,Sa,15,65,gmaps
POI0007,Sa,16,70,gmaps
POI0007,Sa,17,74,gmaps
POI0007,Sa,18,78,gmaps
POI0007,Sa,19,82,gmaps
POI0007,Sa,20,90,gmaps
POI0007,Sa,21,96,gmaps
POI0007,Sa,22,100,gmaps
POI0007,Sa,23,0,gmaps
POI0007,Su,6,0,gmaps
POI0007,Su,7,0,gmaps
POI0007,Su,8,0,gmaps
POI0007,Su,9,18,gmaps
POI0007,Su,10,29,gmaps
POI0007,Su,11,36,gmaps
POI0007,Su,12,42,gmaps
POI0007,Su,13,45,gmaps
POI0007,Su,14,49,gmaps
POI0007,Su,15,51,gmaps
POI0007,Su,16,53,gmaps
POI0007,Su,17,54,gmaps
POI0007,Su,18,56,gmaps
POI0007,Su,19,59,gmaps
POI0007,Su,20,67,gmaps
POI0007,Su,21,76,gmaps
POI0007,Su,22,83,gmaps
POI0007,Su,23,0,gmaps
POI0008,Tu,6,0,gmaps
POI0008,Tu,7,0,gmaps
POI0008,Tu,8,0,gmaps
POI0008,Tu,9,37,gmaps
POI0008,Tu,10,58,gmaps
POI0008,Tu,11,77,gmaps
POI0008,Tu,12,90,gmaps
POI0008,Tu,13,97,gmaps
POI0008,Tu,14,100,gmaps
POI0008,Tu,15,96,gmaps
POI0008,Tu,16,83,gmaps
POI0008,Tu,17,63,gmaps
POI0008,Tu,18,0,gmaps
POI0008,Tu,19,0,gmaps
POI0008,Tu,20,0,gmaps
POI0008,Tu,21,0,gmaps
POI0008,Tu,22,0,gmaps
POI0008,Tu,23,0,gmaps
POI0008,We,6,0,gmaps
POI0008,We,7,0,gmaps
POI0008,We,8,0,gmaps
POI0008,We,9,32,gmaps
POI0008,We,10,51,gmaps
POI0008,We,11,68,gmaps
POI0008,We,12,78,gmaps
POI0008,We,13,83,gmaps
POI0008,We,14,83,gmaps
POI0008,We,15,80,gmaps
POI0008,We,16,69,gmaps
POI0008,We,17,53,gmaps
POI0008,We,18,0,gmaps
POI0008,We,19,0,gmaps
POI0008,We,20,0,gmaps
POI0008,We,21,0,gmaps
POI0008,We,22,0,gmaps
POI0008,We,23,0,gmaps
POI0008,Th,6,0,gmaps
POI0008,Th,7,0,gmaps
POI0008,Th,8,0,gmaps
POI0008,Th,9,31,gmaps
POI0008,Th,10,48,gmaps
POI0008,Th,11,64,gmaps
POI0008,Th,12,74,gmaps
POI0008,Th,13,81,gmaps
POI0008,Th,14,86,gmaps
POI0008,Th,15,89,gmaps
POI0008,Th,16,94,gmaps
POI0008,Th,17,97,gmaps
POI0008,Th,18,98,gmaps
POI0008,Th,19,88,gmaps
POI0008,Th,21,43,gmaps
POI0008,Th,22,0,gmaps
POI0008,Th,23,0,gmaps
POI0008,Fr,6,0,gmaps
POI0008,Fr,7,0,gmaps
POI0008,Fr,8,0,gmaps
POI0008,Fr,9,27,gmaps
POI0008,Fr,10,45,gmaps
POI0008,Fr,11,60,gmaps
POI0008,Fr,12,70,gmaps
POI0008,Fr,13,77,gmaps
POI0008,Fr,14,81,gmaps
POI0008,Fr,15,82,gmaps
POI0008,Fr,16,73,gmaps
POI0008,Fr,17,55,gmaps
POI0008,Fr,18,0,gmaps
POI0008,Fr,19,0,gmaps
POI0008,Fr,20,0,gmaps
POI0008,Fr,21,0,gmaps
POI0008,Fr,22,0,gmaps
POI0008,Fr,23,0,gmaps
POI0008,Sa,6,0,gmaps
POI0008,Sa,7,0,gmaps
POI0008,Sa,8,0,gmaps
POI0008,Sa,9,30,gmaps
POI0008,Sa,10,50,gmaps
POI0008,Sa,11,68,gmaps
POI0008,Sa,12,81,gmaps
POI0008,Sa,13,89,gmaps
POI0008,Sa,14,94,gmaps
POI0008,Sa,15,94,gmaps
POI0008,Sa,16,85,gmaps
POI0008,Sa,17,66,gmaps
POI0008,Sa,18,0,gmaps
POI0008,Sa,19,0,gmaps
POI0008,Sa,20,0,gmaps
POI0008,Sa,21,0,gmaps
POI0008,Sa,22,0,gmaps
POI0008,Sa,23,0,gmaps
POI0008,Su,6,0,gmaps
POI0008,Su,7,0,gmaps
POI0008,Su,8,0,gmaps
POI0008,Su,9,24,gmaps
POI0008,Su,10,42,gmaps
POI0008,Su,11,60,gmaps
POI0008,Su,12,73,gmaps
POI0008,Su,13,82,gmaps
POI0008,Su,14,87,gmaps
POI0008,Su,15,87,gmaps
POI0008,Su,16,78,gmaps
POI0008,Su,17,59,gmaps
POI0008,Su,18,0,gmaps
POI0008,Su,19,0,gmaps
POI0008,Su,20,0,gmaps
POI0008,Su,21,0,gmaps
POI0008,Su,22,0,gmaps
POI0008,Su,23,0,gmaps
POI0009,Mo,0,11,gmaps
POI0009,Mo,1,6,gmaps
POI0009,Mo,2,4,gmaps
POI0009,Mo,3,3,gmaps
POI0009,Mo,4,3,gmaps
POI0009,Mo,5,3,gmaps
POI0009,Mo,6,6,gmaps
POI0009,Mo,7,9,gmaps
POI0009,Mo,8,12,gmaps
POI0009,Mo,9,18,gmaps
POI0009,Mo,10,24,gmaps
POI0009,Mo,11,30,gmaps
POI0009,Mo,12,34,gmaps
POI0009,Mo,13,37,gmaps
POI0009,Mo,14,39,gmaps
POI0009,Mo,15,43,gmaps
POI0009,Mo,16,48,gmaps
POI0009,Mo,17,51,gmaps
POI0009,Mo,18,52,gmaps
POI0009,Mo,19,48,gmaps
POI0009,Mo,20,41,gmaps
POI0009,Mo,21,34,gmaps
POI0009,Mo,22,27,gmaps
POI0009,Mo,23,20,gmaps
POI0009,Tu,0,16,gmaps
POI0009,Tu,1,8,gmaps
POI0009,Tu,2,3,gmaps
POI0009,Tu,3,3,gmaps
POI0009,Tu,4,2,gmaps
POI0009,Tu,5,4,gmaps
POI0009,Tu,6,7,gmaps
POI0009,Tu,7,11,gmaps
POI0009,Tu,8,15,gmaps
POI0009,Tu,9,20,gmaps
POI0009,Tu,10,25,gmaps
POI0009,Tu,11,30,gmaps
POI0009,Tu,12,36,gmaps
POI0009,Tu,13,40,gmaps
POI0009,Tu,14,41,gmaps
POI0009,Tu,15,43,gmaps
POI0009,Tu,16,46,gmaps
POI0009,Tu,17,51,gmaps
POI0009,Tu,18,54,gmaps
POI0009,Tu,19,52,gmaps
POI0009,Tu,20,48,gmaps
POI0009,Tu,21,42,gmaps
POI0009,Tu,22,36,gmaps
POI0009,Tu,23,28,gmaps
POI0009,We,0,17,gmaps
POI0009,We,1,8,gmaps
POI0009,We,2,4,gmaps
POI0009,We,3,3,gmaps
POI0009,We,4,3,gmaps
POI0009,We,5,4,gmaps
POI0009,We,6,6,gmaps
POI0009,We,7,9,gmaps
POI0009,We,8,12,gmaps
POI0009,We,9,17,gmaps
POI0009,We,10,23,gmaps
POI0009,We,11,29,gmaps
POI0009,We,12,34,gmaps
POI0009,We,13,38,gmaps
POI0009,We,14,41,gmaps
POI0009,We,15,43,gmaps
POI0009,We,16,47,gmaps
POI0009,We,17,50,gmaps
POI0009,We,18,51,gmaps
POI0009,We,19,48,gmaps
POI0009,We,20,44,gmaps
POI0009,We,21,40,gmaps
POI0009,We,22,37,gmaps
POI0009,We,23,30,gmaps
POI0009,Th,0,19,gmaps
POI0009,Th,1,11,gmaps
POI0009,Th,2,6,gmaps
POI0009,Th,3,5,gmaps
POI0009,Th,4,4,gmaps
POI0009,Th,5,5,gmaps
POI0009,Th,6,7,gmaps
POI0009,Th,7,10,gmaps
POI0009,Th,8,15,gmaps
POI0009,Th,9,23,gmaps
POI0009,Th,10,30,gmaps
POI0009,Th,11,37,gmaps
POI0009,Th,12,43,gmaps
POI0009,Th,13,47,gmaps
POI0009,Th,14,49,gmaps
POI0009,Th,15,50,gmaps
POI0009,Th,16,52,gmaps
POI0009,Th,17,56,gmaps
POI0009,Th,18,58,gmaps
POI0009,Th,19,55,gmaps
POI0009,Th,21,44,gmaps
POI0009,Th,22,39,gmaps
POI0009,Th,23,32,gmaps
POI0009,Fr,0,35,gmaps
POI0009,Fr,1,20,gmaps
POI0009,Fr,2,12,gmaps
POI0009,Fr,3,8,gmaps
POI0009,Fr,4,6,gmaps
POI0009,Fr,5,6,gmaps
POI0009,Fr,6,7,gmaps
POI0009,Fr,7,9,gmaps
POI0009,Fr,8,14,gmaps
POI0009,Fr,9,21,gmaps
POI0009,Fr,10,28,gmaps
POI0009,Fr,11,33,gmaps
POI0009,Fr,12,38,gmaps
POI0009,Fr,13,42,gmaps
POI0009,Fr,14,47,gmaps
POI0009,Fr,15,51,gmaps
POI0009,Fr,16,56,gmaps
POI0009,Fr,17,60,gmaps
POI0009,Fr,18,62,gmaps
POI0009,Fr,19,63,gmaps
POI0009,Fr,20,64,gmaps
POI0009,Fr,21,67,gmaps
POI0009,Fr,22,65,gmaps
POI0009,Fr,23,56,gmaps
POI0009,Sa,0,40,gmaps
POI0009,Sa,1,25,gmaps
POI0009,Sa,2,15,gmaps
POI0009,Sa,3,10,gmaps
POI0009,Sa,4,8,gmaps
POI0009,Sa,5,7,gmaps
POI0009,Sa,6,6,gmaps
POI0009,Sa,7,8,gmaps
POI0009,Sa,8,14,gmaps
POI0009,Sa,9,23,gmaps
POI0009,Sa,10,33,gmaps
POI0009,Sa,11,41,gmaps
POI0009,Sa,12,47,gmaps
POI0009,Sa,13,54,gmaps
POI0009,Sa,14,63,gmaps
POI0009,Sa,15,73,gmaps
POI0009,Sa,16,82,gmaps
POI0009,Sa,17,84,gmaps
POI0009,Sa,18,81,gmaps
POI0009,Sa,19,70,gmaps
POI0009,Sa,20,64,gmaps
POI0009,Sa,21,62,gmaps
POI0009,Sa,22,63,gmaps
POI0009,Sa,23,58,gmaps
POI0009,Su,0,10,gmaps
POI0009,Su,1,7,gmaps
POI0009,Su,2,5,gmaps
POI0009,Su,3,5,gmaps
POI0009,Su,4,7,gmaps
POI0009,Su,5,8,gmaps
POI0009,Su,6,9,gmaps
POI0009,Su,7,13,gmaps
POI0009,Su,8,23,gmaps
POI0009,Su,9,41,gmaps
POI0009,Su,10,65,gmaps
POI0009,Su,11,86,gmaps
POI0009,Su,12,99,gmaps
POI0009,Su,13,100,gmaps
POI0009,Su,14,95,gmaps
POI0009,Su,15,86,gmaps
POI0009,Su,16,79,gmaps
POI0009,Su,17,74,gmaps
POI0009,Su,18,65,gmaps
POI0009,Su,19,53,gmaps
POI0009,Su,20,41,gmaps
POI0009,Su,21,33,gmaps
POI0009,Su,22,25,gmaps
POI0009,Su,23,19,gmaps
POI0010,Th,6,0,gmaps
POI0010,Th,7,0,gmaps
POI0010,Th,8,0,gmaps
POI0010,Th,9,38,gmaps
POI0010,Th,10,51,gmaps
POI0010,Th,11,63,gmaps
POI0010,Th,12,76,gmaps
POI0010,Th,13,85,gmaps
POI0010,Th,14,89,gmaps
POI0010,Th,15,92,gmaps
POI0010,Th,16,93,gmaps
POI0010,Th,17,91,gmaps
POI0010,Th,18,82,gmaps
POI0010,Th,19,68,gmaps
POI0010,Th,20,0,gmaps
POI0010,Th,21,0,gmaps
POI0010,Th,22,0,gmaps
POI0010,Th,23,0,gmaps
POI0010,Fr,6,0,gmaps
POI0010,Fr,7,0,gmaps
POI0010,Fr,8,0,gmaps
POI0010,Fr,9,31,gmaps
POI0010,Fr,10,43,gmaps
POI0010,Fr,11,51,gmaps
POI0010,Fr,12,59,gmaps
POI0010,Fr,13,64,gmaps
POI0010,Fr,14,70,gmaps
POI0010,Fr,15,77,gmaps
POI0010,Fr,16,82,gmaps
POI0010,Fr,17,83,gmaps
POI0010,Fr,18,76,gmaps
POI0010,Fr,19,66,gmaps
POI0010,Fr,20,0,gmaps
POI0010,Fr,21,0,gmaps
POI0010,Fr,22,0,gmaps
POI0010,Fr,23,0,gmaps
POI0010,Sa,6,0,gmaps
POI0010,Sa,7,0,gmaps
POI0010,Sa,8,0,gmaps
POI0010,Sa,9,16,gmaps
POI0010,Sa,10,26,gmaps
POI0010,Sa,11,38,gmaps
POI0010,Sa,12,48,gmaps
POI0010,Sa,13,60,gmaps
POI0010,Sa,14,75,gmaps
POI0010,Sa,15,87,gmaps
